English words/sentences,French words/sentences
I don't need your protection.,Je n'ai pas besoin de ta protection.
I don't plan on retiring yet.,Je ne prévois pas encore de prendre ma retraite.
I don't plan on retiring yet.,Je n'ai pas l'intention de partir en retraite pour le moment.
I don't read newspapers much.,Je ne lis pas trop les journaux.
I don't really have a choice.,Je n'ai pas vraiment le choix.
I don't really have a family.,Je n'ai pas vraiment de famille.
I don't really know anything.,Je ne sais pas vraiment quoi que ce soit.
I don't really understand it.,Je ne le comprends pas vraiment.
I don't recognize the number.,Je ne reconnais pas le numéro.
I don't regret that decision.,Je ne regrette pas cette décision.
I don't remember that at all.,Je ne me souviens pas du tout de ça.
I don't remember that at all.,Je ne me rappelle pas ça du tout.
I don't see anything special.,Je ne vois rien de particulier.
I don't see anything strange.,Je ne vois rien de bizarre.
I don't see anything strange.,Je ne vois rien d'étrange.
I don't see how I can refuse.,Je ne vois pas comment je peux refuser.
I don't take orders from you.,Je ne prends mes ordres de vous.
I don't take orders from you.,Je ne prends mes ordres de toi.
I don't talk to them anymore.,Je ne leur parle plus.
I don't think I can eat this.,Je ne pense pas pouvoir manger ça.
I don't think I can eat this.,Je ne pense pas arriver à manger ça.
I don't think I can eat this.,Je ne pense pas parvenir à manger ça.
I don't think I can eat this.,Je ne pense pas que je puisse manger ça.
I don't think I can eat this.,Je ne pense pas que j'arrive à manger ça.
I don't think I can eat this.,Je ne pense pas que je parvienne à manger ça.
I don't think I can help you.,Je ne pense pas que j'arrive à vous aider.
I don't think I can help you.,Je ne pense pas que j'arrive à t'aider.
I don't think I can help you.,Je ne pense pas que je parvienne à vous aider.
I don't think I can help you.,Je ne pense pas que je parvienne à t'aider.
I don't think I can help you.,Je ne pense pas que je puisse vous aider.
I don't think I can help you.,Je ne pense pas que je puisse t'aider.
I don't think I can help you.,Je ne pense pas pouvoir vous aider.
I don't think I can help you.,Je ne pense pas pouvoir t'aider.
I don't think I can help you.,Je ne pense pas parvenir à vous aider.
I don't think I can help you.,Je ne pense pas parvenir à t'aider.
I don't think I can help you.,Je ne pense pas arriver à vous aider.
