English words/sentences,French words/sentences
Tom couldn't answer Mary's questions.,Tom n'a pas pu répondre aux questions de Mary.
Tom couldn't have done it any better.,Tom n'aurait pas pu le faire mieux.
Tom decided not to go to the meeting.,Tom décida de ne pas aller à la réunion.
Tom decided not to go to the meeting.,Tom a décidé de ne pas aller à la réunion.
Tom described the incident in detail.,Tom a décrit l'incident en détail.
Tom didn't expect Mary to be so busy.,Tom ne s'attendait pas à ce que Mary soit si occupée.
Tom didn't have any presents to open.,Tom n'avait aucun cadeau à ouvrir.
Tom didn't have to say anything else.,Tom n'avait pas à dire autre chose.
Tom didn't know Mary was dating John.,Tom ne savait pas que Mary sortait avec John.
Tom didn't mention any of this to me.,Tom ne m'en avait rien dit.
Tom didn't mention any of this to me.,Tom ne m'en avait pas entretenu.
Tom didn't mention any of this to me.,Tom ne m'en avait dit mot.
Tom didn't say what you said he said.,Tom n'a pas dit ce que tu as dit qu'il a dit.
Tom didn't tell Mary why he was late.,Tom n'a pas dit à Mary pourquoi il était en retard.
Tom does that a lot better than I do.,Tom fait cela bien mieux que moi.
Tom does that every Monday afternoon.,Tom le fait tous les lundis après-midi.
Tom doesn't go out with Mary anymore.,Tom ne sort plus avec Mary.
Tom doesn't know a lot about animals.,Tom ne sait pas grand chose sur les animaux.
Tom doesn't know anything about that.,Tom ne sait rien de cela.
Tom doesn't know when Mary will come.,Tom ne sait pas quand Marie viendra.
Tom doesn't know why Mary was crying.,Tom ne sait pas pourquoi Mary pleurait.
Tom doesn't need to worry about Mary.,Tom n'a pas à s’inquiéter pour Marie.
Tom doesn't really understand French.,Tom ne comprend pas vraiment le français.
Tom doesn't understand French at all.,Tom ne comprend pas du tout le français.
Tom doesn't want Mary to participate.,Tom ne veut pas que Mary participe.
Tom dreams of becoming a millionaire.,Tom rêve de devenir millionnaire.
Tom escaped with the help of a guard.,Tom s'est échappé avec l'aide d'un garde.
Tom filed a patent for his invention.,Tom a déposé un brevet pour son invention.
Tom flipped on the dining room light.,Tom a allumé la lumière de la salle à manger.
Tom forgot to do his French homework.,Tom a oublié de faire ses devoirs de français.
Tom found the necklace Mary had lost.,Tom a trouvé le collier que Mary avait perdu.
Tom got into trouble because of Mary.,Tom eut des ennuis à cause de Marie.
Tom got out of prison after 30 years.,Tom est sorti de prison au bout de 30 ans.
Tom got out of prison after 30 years.,Tom sortit de prison après trente ans.
Tom grows all the vegetables he eats.,Tom produit lui-même les légumes qu'il consomme.
Tom had a good reason for being late.,Tom avait une bonne raison d'être en retard.
Tom had his car key in his left hand.,Tom tenait la clé de sa voiture dans sa main gauche.
Tom has a daughter who is a musician.,Tom a une fille qui est musicienne.
Tom has a friend who lives in Boston.,Tom a un ami qui vit à Boston.
Tom has a talent for modern painting.,Tom a du talent pour la peinture moderne.
Tom has been called away on business.,Tom a été appelé pour affaires.
Tom has been giving Mary good advice.,Tom a donné un bon conseil à Mary.
Tom has decided to leave the company.,Tom a décidé de quitter la société.
Tom has decided to leave the company.,Tom décida de quitter la société.
Tom has decided to wait until Monday.,Tom a décidé d'attendre jusqu'à lundi.
Tom has forgotten his umbrella again.,Tom a encore oublié son parapluie.
Tom has just come back from vacation.,Tom vient de revenir de vacances.
Tom has just finished washing dishes.,Tom vient de finir de laver la vaisselle.
Tom has just finished washing dishes.,Tom vient de finir de laver les assiettes.
Tom has known Mary since third grade.,Tom connaît Mary depuis le CE2.
Tom has signed a three-year contract.,Tom a signé un contrat de trois ans.
Tom has three weeks of paid vacation.,Tom a trois semaines de congés payés.
Tom hasn't finished his homework yet.,Tom n'a pas encore fini ses devoirs.
Tom instantly fell in love with Mary.,Tom est immédiatement tombé amoureux de Marie.
Tom instantly fell in love with Mary.,Tom a eu un coup de foudre pour Marie.
Tom intends to get up early tomorrow.,Tom a l'intention de se lever tôt demain.
Tom is also very famous in Australia.,Tom est aussi très célèbre en Australie.
Tom is at his desk writing something.,Tom est à son bureau en train d'écrire quelque chose.
Tom is being held prisoner somewhere.,Tom est retenu prisonnier quelque part.
Tom is convinced everybody hates him.,Tom est convaincu que tout le monde le déteste.
"Tom is hiding something from me, too.",Tom me cache aussi quelque chose.
Tom is leaving Kobe tomorrow morning.,Tom quitte Kobe demain matin.
Tom is looking forward to retirement.,Tom a hâte d'être à la retraite.
Tom is looking through the telescope.,Tom regarde à travers le télescope.
Tom is lying on the sofa watching TV.,Tom est couché sur le canapé à regarder la télé.
Tom is much better at French than me.,Tom est bien meilleur que moi en français.
Tom is no longer welcome in my house.,Tom n'est plus le bienvenu chez moi.
Tom is obsessed with learning French.,Tom est obsédé par l'apprentissage du français.
Tom is obsessed with power and money.,Tom est obsédé par le pouvoir et l'argent.
Tom is one of the nicest guys I know.,Tom est l'un des types les plus gentils que je connaisse.
Tom is proud of his stamp collection.,Tom est fier de sa collection de timbres.
Tom is still too young to drink beer.,Tom est encore trop jeune pour boire de la bière.
Tom is still working at his computer.,Tom travaille encore sur son ordinateur.
Tom is still working on his computer.,Tom travaille encore sur son ordinateur.
Tom is supposed to meet Mary at 2:30.,Tom est supposé rencontrer Marie à 2h30.
"Tom is tall, but not as tall as I am.","Tom est grand, mais pas aussi grand que moi."
Tom is the kind of man you can trust.,Tom est le genre de personne que tu peux croire.
Tom is the most boring person I know.,Tom est la personne la plus ennuyeuse que je connaisse.
Tom is the newest member of our team.,Tom est le tout nouveau membre de notre équipe.
Tom is the only one who doesn't know.,Tom est le seul qui ne sache pas.
Tom is the smartest kid in our class.,Tom est l'enfant le plus intelligent de notre classe.
Tom is three inches taller than Mary.,Tom fait trois pouces de plus que Mary.
Tom is three inches taller than Mary.,Tom fait sept centimètres et demi de plus que Mary.
Tom is usually much busier than Mary.,"Tom est, en général, beaucoup plus occupé que Marie."
Tom is waiting for you in his office.,Tom t'attend dans son bureau.
Tom is waiting for you in his office.,Tom vous attend dans son bureau.
Tom is wearing a strange-looking hat.,Tom porte un chapeau à l'aspect étrange.
Tom isn't the one who make the rules.,Tom n'est pas celui qui fait les règles.
Tom isn't used to speaking in public.,Tom n'est pas habitué à s'exprimer en public.
Tom kissed Mary lightly on the cheek.,Tom embrassa légèrement Mary sur la joue.
Tom knew that Mary had done her best.,Tom savait que Mary avait donné le meilleur d’elle-même.
Tom knocked on Mary's bedroom window.,Tom frappa à la fenêtre de la chambre de Marie.
Tom learned to dive when he was five.,Tom a appris à plonger quand il avait cinq ans.
Tom left Mary a message on the table.,Tom laissa un message sur la table pour Mary.
Tom left his briefcase on the subway.,Tom a laissé sa mallette dans le métro.
Tom likes watching TV in the evening.,Tom aime regarder la télévision dans la soirée.
Tom lived half of his life in Boston.,Tom a vécu la moitié de sa vie à Boston.
Tom loves playing old computer games.,Tom adore jouer à des vieux jeux sur ordinateur.
Tom lowered the bucket into the well.,Tom descendit le seau dans le puits.
Tom makes a lot of spelling mistakes.,Tom fait beaucoup de fautes d'orthographe.
Tom may know Mary's telephone number.,Tom connaît peut-être le numéro de téléphone de Mary.
Tom most certainly would not approve.,Tom n'approuverait certainement pas.
Tom needs to tell Mary what he wants.,Tom devrait dire à Mary ce qu'il veut.
Tom opened the box and peeked inside.,Tom ouvrit la boîte et jeta un coup d'œil à l'intérieur.
Tom owns a small advertising company.,Tom possède une petite entreprise de publicité.
Tom picked some berries and ate them.,Thomas prit quelques baies et les mangea.
Tom plays the piano better than Mary.,Tom joue mieux du piano que Marie.
Tom prepared a healthy meal for Mary.,Tom a préparé un repas équilibré pour Marie.
Tom prepared a healthy meal for Mary.,Tom prépara un repas équilibré pour Marie.
Tom pressed his ear against the wall.,Tom appuya son oreille contre le mur.
Tom pretended not to know what to do.,Tom a prétendu ne pas savoir quoi faire.
Tom probably thought I was at school.,Tom a probablement pensé que j'étais à l'école.
Tom promised Mary that he'd help her.,Tom promit à Mary de l'aider.
