English words/sentences,French words/sentences
Look what I've found.,Regardez ce que j'ai trouvé.
Love is blinding you.,L'amour te rend aveugle.
Love knows no limits.,L'amour ne connaît pas de limites.
"Love me, love my dog.","Qui m'aime, aime aussi mon chien."
Luck was on our side.,La chance était de notre côté.
"Luckily, I was wrong.","Par chance, j'avais tort."
Make him work for it.,Fais-le travailler pour !
Make him work for it.,Faites-le travailler pour !
Man is doomed to die.,L'Homme est voué à mourir.
Many lives were lost.,De nombreuses vies furent perdues.
Many men died at sea.,Beaucoup d'hommes sont morts en mer.
Many trees fell down.,De nombreux arbres churent.
Mary hugged her doll.,Mary serra sa poupée.
Mary hugged her doll.,Mary a fait un câlin à sa poupée.
Mary is Tom's cousin.,Mary est la cousine de Tom.
Mary is Tom's mother.,Marie est la mère de Tom.
Mary is Tom's sister.,Marie est la sœur de Tom.
Mary is a brave girl.,Marie est une brave fille.
Mary is a lucky girl.,Mary est une fille chanceuse.
Mary is a single mom.,Mary est une mère célibataire.
Mary is a smart girl.,Mary est une fille intelligente.
May I ask a question?,Puis-je poser une question ?
May I borrow a ruler?,Puis-je emprunter une règle ?
May I eat this apple?,Puis-je manger cette pomme ?
May I eat this apple?,Je peux manger cette pomme ?
May I eat this bread?,Puis-je manger ce pain ?
May I go out to play?,Puis-je aller jouer dehors ?
May I have a program?,Puis-je avoir un programme ?
May I have a receipt?,Je peux avoir un reçu ?
May I have some rice?,Puis-je avoir du riz ?
May I have this book?,Je peux avoir ce livre ?
May I play the piano?,Puis-je jouer du piano ?
May I take a message?,Puis-je prendre un message ?
May I take your coat?,Puis-je prendre ton manteau ?
May I use some paper?,Puis-je utiliser un peu de papier ?
May I use the toilet?,Puis-je utiliser la salle de bain ?
May I use your phone?,Puis-je utiliser votre téléphone ?
May I use your phone?,Puis-je utiliser votre téléphone ?
May I use your phone?,Puis-je utiliser ton téléphone ?
Maybe I can show you.,Peut-être puis-je te le montrer.
Maybe I can show you.,Peut-être puis-je vous le montrer.
Maybe I deserve this.,Peut-être est-ce que je le mérite.
Maybe I should do it.,Peut-être devrais-je le faire.
Maybe I'm just crazy.,Peut-être que je suis simplement dingue.
Maybe Tom is in love.,Tom est peut-être amoureux.
Maybe Tom left early.,Peut-être que Tom est parti tôt.
Maybe he's not young.,Peut-être n'est-il pas jeune.
Maybe it was obvious.,Peut-être était-ce évident.
Maybe she won't come.,Peut-être qu'elle ne viendra pas.
Maybe we should pray.,Peut-être devrions-nous prier.
Maybe we should talk.,Peut-être devrions-nous parler.
Maybe you were right.,Tu avais peut-être raison.
Maybe you were right.,Vous aviez peut-être raison.
Maybe you'll succeed.,Tu réussiras peut-être.
Meet me in the lobby.,Rejoins-moi dans le hall.
Meeting boys is hard.,Rencontrer des garçons est difficile.
Men are all the same.,Les hommes sont tous les mêmes.
Milk makes us strong.,Le lait nous rend fort.
Misery loves company.,Le malheur ne vient jamais seul.
Mom is now in heaven.,Maman est maintenant au ciel.
Most people think so.,La plupart des gens pensent ça.
My apartment is near.,Mon appartement est à proximité.
My bag is very heavy.,Mon sac est très lourd.
My brother is stupid.,Mon frère est stupide.
My car is out of gas.,Ma voiture n'a plus d'essence.
My car is over there.,Ma voiture est là-bas.
My car needs washing.,Ma voiture a besoin d'être lavée.
My children are sick.,Mes enfants sont malades.
My dad works all day.,Mon papa travaille toute la journée.
My eyes are watering.,Mes yeux sont en larmes.
My eyes keep burning.,Les yeux continuent à me brûler.
My father grows rice.,Mon père cultive du riz.
My father is at home.,Mon père est à la maison.
My father isn't home.,Mon père n’est pas à la maison.
My father works here.,Mon père travaille ici.
My foot really hurts.,Mon pied me fait vraiment mal.
My gums are bleeding.,Mes gencives saignent.
My hair is still wet.,Mes cheveux sont encore mouillés.
My hands are shaking.,Mes mains tremblent.
My hands are shaking.,J'ai les mains qui tremblent.
My head really aches.,Ma tête me fait vraiment mal.
My headache has gone.,Je n'ai plus mal à la tête.
My home is your home.,Ma maison est ta maison.
My home is your home.,Ma maison est la tienne.
My house burned down.,Ma maison a complètement brûlé.
My house was on fire.,Ma maison était en feu.
My left hand is numb.,Ma main gauche est engourdie.
My life is in danger.,Ma vie est en danger.
My mother can't come.,Ma mère ne peut pas venir.
My mother cooks well.,Ma mère cuisine bien.
My mother is at home.,Ma mère est à la maison.
My mother was crying.,Ma mère pleurait.
My neighbor is crazy.,Mon voisin est fou.
My parents are crazy.,Mes parents sont cinglés.
My pen is out of ink.,Mon stylo est à court d'encre.
My plan was rejected.,Mon projet a été rejeté.
My school has a band.,Mon école a un groupe de musique.
My sister is a moron.,Ma sœur est une idiote.
My sister is a nurse.,Ma sœur est infirmière.
My sister is married.,Ma sœur est mariée.
My skirt is too long.,Ma jupe est trop longue.
My son can tell time.,Mon fils sait lire l'heure.
My son is too skinny.,Mon fils est trop maigre.
My son loves rockets.,Mon fils adore les fusées.
My sons are soldiers.,Mes fils sont soldats.
My study is upstairs.,Mon bureau est en haut.
My turn finally came.,Mon tour vint enfin.
My watch is accurate.,Ma montre est à l'heure exacte.
Neither is beautiful.,Aucune des deux n'est belle.
Neither is beautiful.,Aucun des deux n'est beau.
No animals were shot.,On n'a tiré sur aucun animal.
No man escapes death.,Aucun homme n'échappe à la mort.
No news is good news.,"Pas de nouvelles, bonnes nouvelles."
No one believed that.,Personne ne l'a cru.
No one believed that.,Personne ne le crut.
No one can deny that.,Personne ne peut dire le contraire.
No one deserves that.,Personne ne mérite cela.
No one else knows it.,Personne d'autre ne le sait.
No one escaped alive.,Personne n'en a réchappé vivant.
No one escaped alive.,Personne n'en réchappa vivant.
No one expected much.,Personne n'espérait grand-chose.
No one had an answer.,Personne n'avait de réponse.
No one has a problem.,Personne n'a de problème.
No one has been here.,Personne n'a été ici.
No one is asking you.,Personne ne vous le demande.
No one is asking you.,Personne ne te le demande.
No one is downstairs.,Personne ne se trouve en bas.
No one is expendable.,Personne n'est superflu.
No one is interested.,Ça n'intéresse personne.
No one is that lucky.,Personne n'a autant de chance.
No one is unbeatable.,Personne n'est imbattable.
No one likes to lose.,Personne n'aime perdre.
No one listens to me.,Personne ne m'écoute.
No one reads my blog.,Personne ne lit mon journal électronique.
No one said anything.,Personne n'a rien dit.
No one said anything.,Personne ne dit rien.
No one seemed afraid.,Personne ne semblait effrayé.
No one seems to care.,Tout le monde à l'air de s'en foutre.
No one seems to care.,Personne ne semble y prêter attention.
No one was awake yet.,Personne n'était encore éveillé.
No one was listening.,Personne n'écoutait.
No one was satisfied.,Personne ne fut satisfait.
No one was surprised.,Personne ne fut surpris.
No one will harm you.,Personne ne va te faire de mal.
No one will stop you.,Personne ne t'arrêtera.
No one will stop you.,Personne ne vous arrêtera.
No one's blaming you.,Personne ne vous fait de reproche.
No one's blaming you.,Personne ne te fait de reproche.
No one's judging you.,Personne ne vous juge.
No one's judging you.,Personne ne te juge.
No one's watching me.,Personne ne me regarde.
No system is perfect.,Aucun système n'est parfait.
Nobody deserves that.,Personne ne mérite ça.
Nobody deserves that.,Personne ne mérite cela.
Nobody had an answer.,Personne n'avait de réponse.
Nobody is interested.,Ça n'intéresse personne.
