English words/sentences,French words/sentences
I failed miserably.,J'ai lamentablement échoué.
I failed the tests.,J'ai échoué aux examens.
I feared the worst.,Je craignis le pire.
I feared the worst.,J'ai craint le pire.
I feel bad for her.,Je me sens mal pour elle.
I feel bad for her.,Je compatis avec elle.
I feel comfortable.,Je me sens à l'aise.
I feel funny today.,"Je me sens bizarre, aujourd'hui."
I feel funny today.,"Je me sens drôle, aujourd'hui."
I feel like a fool.,Je me sens comme un idiot.
I feel like a fool.,Je me sens comme une idiote.
I feel like a rest.,J'ai envie de me reposer.
I feel like crying.,J'ai envie de pleurer.
I feel responsible.,Je me sens responsable.
I feel so helpless.,Je me sens tellement impuissant.
I feel so helpless.,Je me sens tellement impuissante.
I feel very chilly.,Je suis gelé.
I feel very chilly.,Je suis gelée.
I feel very guilty.,Je me sens très coupable.
I fell from a tree.,Je suis tombé d'un arbre.
I fell from a tree.,Je suis tombée d'un arbre.
I fell in the pool.,Je suis tombé dans la piscine.
I fell in the pool.,Je suis tombée dans la piscine.
I felt a bit tired.,Je me suis senti un peu fatigué.
I felt a bit tired.,Je me sentais un peu fatiguée.
I felt comfortable.,Je me sentais à l'aise.
I felt like crying.,J'avais envie de pleurer.
I felt responsible.,Je me suis senti responsable.
I felt responsible.,Je me suis sentie responsable.
I felt very sleepy.,J'avais très sommeil.
I felt very uneasy.,Je me sentis fort mal à l'aise.
I felt very uneasy.,Je me suis senti vraiment mal à l'aise.
I follow the rules.,Je suis les règles.
I forced him to go.,Je l'ai forcé à y aller.
I forced him to go.,Je l'ai forcé à partir.
I forgot my jacket.,J'ai oublié ma veste.
I forgot my pencil.,J'ai oublié mon crayon.
I forgot my wallet.,J'ai oublié mon porte-monnaie.
I forgot something.,J'ai oublié quelque chose.
I found a solution.,J'ai trouvé une solution.
I found your diary.,J'ai trouvé ton journal.
I fractured my arm.,Je me suis cassé le bras.
I gave Mary a book.,J'ai donné un livre à Mary.
I gave you my word.,Je t'ai donné ma parole.
I give you my word.,Je te donne ma parole.
I got a new camera.,Je me suis procuré un nouvel appareil photographique.
I got up about six.,Je me suis réveillé vers six heures.
I got up about six.,Je me suis levée vers six heures.
I got up too early.,Je me suis levé trop tôt.
I got up too early.,Je me suis levée trop tôt.
I had a bad summer.,J'ai passé un mauvais été.
I had a good coach.,J'ai eu un bon entraîneur.
I had a good coach.,J'ai disposé d'un bon entraîneur.
I had a good sleep.,J'ai bien dormi.
I had a great time.,Je me suis bien amusé !
I had a great time.,Je me suis bien amusée !
I had a late lunch.,J'ai pris un déjeuner tardif.
I had a lot of fun.,Je me suis bien amusé.
I had a lot of fun.,Je me suis beaucoup amusé.
I had a revelation.,J'ai eu une révélation.
I had an awful day.,J'ai eu une journée épouvantable.
I had him write it.,Je le lui ai fait écrire.
I had him write it.,Je la lui ai fait écrire.
I had him write it.,Je lui ai fait l'écrire.
I had loads of fun.,Je me suis bien marré.
I had loads of fun.,Je me suis bien marrée.
I had things to do.,J'ai eu des choses à faire.
I had to accept it.,J'ai dû l'accepter.
I had to lie again.,J'ai dû mentir à nouveau.
I had to lie again.,Il m'a fallu à nouveau mentir.
I had to walk home.,J'ai dû rentrer à la maison à pied.
I handed him a map.,Je lui tendis une carte.
I hate all of them.,Je les déteste tous.
I hate all of them.,Je les déteste toutes.
I hate all of them.,Je les hais tous.
I hate all of them.,Je les hais toutes.
I hate goat cheese.,Je déteste le fromage de chèvre.
I hate her parents.,Je déteste ses parents.
I hate his parents.,Je déteste ses parents.
