English words/sentences,French words/sentences
Do you remember what you were watching?,Te rappelles-tu ce que tu étais en train de regarder ?
Do you remember what you were watching?,Vous rappelez-vous ce que vous étiez en train de regarder ?
Do you remember what you were watching?,Te souviens-tu de ce que tu étais en train de regarder ?
Do you remember what you were watching?,Vous souvenez-vous de ce que vous étiez en train de regarder ?
Do you remember your father's birthday?,Tu te souviens de la date de naissance de ton père ?
Do you see that house? That's my house.,Vois-tu cette maison ? C'est ma maison.
Do you see that house? That's my house.,Voyez-vous cette maison ? C'est ma maison.
Do you take me for a complete beginner?,Tu me prends pour un parfait débutant ?
Do you think I should ask Tom for help?,Penses-tu que je devrais demander de l'aide à Tom ?
Do you think I should ask Tom for help?,Pensez-vous que je devrais demander de l'aide à Tom ?
Do you think Mary's skirt is too short?,Penses-tu que la jupe de Mary est trop courte ?
Do you think Mary's skirt is too short?,Pensez-vous que la jupe de Mary est trop courte ?
Do you think Tom will like the concert?,Penses-tu que Tom aimera le concert ?
Do you think Tom will like the concert?,Pensez-vous que Tom aimera le concert ?
Do you think he did the job on his own?,Penses-tu qu'il ait fait ce travail tout seul ?
Do you think it'll rain this afternoon?,Penses-tu qu'il pleuvra cet après-midi ?
Do you think it'll rain this afternoon?,Pensez-vous qu'il pleuvra cette après-midi ?
Do you think the situation can improve?,Penses-tu que la situation peut s'améliorer?
Do you think the situation can improve?,Penses-tu que la situation puisse s'améliorer?
Do you think this is some kind of game?,Penses-tu qu'il s'agit d'une sorte de jeu ?
Do you think this is some kind of game?,Pensez-vous qu'il s'agisse d'un genre de jeu ?
Do you think we will get there on time?,Crois-tu que nous arriverons à temps ?
Do you think you could help me do that?,Penses-tu que tu pourrais m'aider à faire ça ?
Do you think you could help me do that?,Pensez-vous que vous pourriez m'aider à faire cela ?
Do you think you could stop doing that?,Penses-tu pouvoir arrêter de faire ça ?
Do you think you could stop doing that?,Pensez-vous pouvoir arrêter de faire cela ?
Do you think you'd like to work for us?,Pensez-vous que vous aimeriez travailler avec nous ?
Do you think you'd like to work for us?,Penses-tu que tu aimerais travailler avec nous ?
Doctors were called to the White House.,Les médecins furent appelés à la Maison-Blanche.
Does Tom really deserve to be punished?,Tom mérite-t-il vraiment d'être puni ?
Does anybody here have a bottle opener?,Est-ce que quelqu'un ici a un décapsuleur ?
Does anybody know how the fire started?,Quelqu'un sait-il comment le feu s'est déclenché ?
Does fracking really cause earthquakes?,La fracturation hydraulique cause-t-elle vraiment des tremblements de terre ?
Does that price include soup and salad?,Est-ce que ce prix inclut la soupe et la salade ?
Does that price include soup and salad?,Le prix comprend-il la soupe et la salade ?
Does this bus go to the center of town?,Est-ce que ce bus va en centre-ville ?
Does this bus go to the center of town?,Ce bus se rend-il au centre-ville ?
Doing that will only make things worse.,Faire cela ne fera qu'empirer les choses.
"Don't ask questions, just come with me.","Ne posez pas de questions, contentez-vous de venir avec moi !"
"Don't ask questions, just come with me.","Ne pose pas de questions, contente-toi de venir avec moi !"
Don't believe everything that you hear.,Ne crois pas à tout ce que tu entends.
Don't believe everything that you hear.,Ne croyez pas à tout ce que vous entendez.
Don't come in my room without knocking.,N'entre pas dans ma chambre sans frapper !
Don't come in my room without knocking.,N'entrez pas dans ma chambre sans frapper !
Don't confuse astrology with astronomy.,Ne confonds pas l'astrologie avec l'astronomie.
Don't confuse astrology with astronomy.,Ne confondez pas l'astrologie avec l'astronomie.
Don't despise a man because he is poor.,Ne méprise pas un homme parce qu'il est pauvre.
Don't do anything you don't want to do.,Ne faites rien que vous ne vouliez pas faire.
Don't do it! It's stupid and dangerous.,Ne le fais pas ! C'est stupide et dangereux.
Don't do it! It's stupid and dangerous.,Ne le faites pas ! C'est stupide et dangereux.
Don't expect me to be happy about this.,Ne t'attends pas à ce que cela me fasse plaisir.
Don't forget to charge your cell phone.,N'oubliez pas de charger votre portable !
Don't forget to charge your cell phone.,N'oublie pas de charger ton portable !
Don't forget to lock up when you leave.,N'oublie pas de fermer à clé quand tu partiras.
Don't forget to take a camera with you.,N'oublie pas de prendre un appareil photo avec toi.
Don't hesitate to ask if you need help.,"N'hésite pas à demander, si tu as besoin d'aide."
Don't hesitate to ask if you need help.,"N'hésitez pas à demander, si vous avez besoin d'aide."
Don't judge a person by his appearance.,Il ne faut pas juger une personne à son apparence.
Don't judge people by their appearance.,Ne juge pas quelqu'un sur son apparence.
Don't knock it unless you try it first.,Ne le critique pas à moins de l'avoir d'abord essayé !
Don't knock it unless you try it first.,Ne le critiquez pas à moins de l'avoir d'abord essayé !
Don't let people take advantage of you.,Ne laisse pas les gens profiter de toi.
Don't let people take advantage of you.,Ne laissez pas les gens profiter de vous.
Don't let this opportunity pass you by.,Ne laisse pas passer cette opportunité.
Don't phone me while I'm at the office.,Ne m'appelez pas quand je suis au bureau.
Don't touch this with your dirty hands.,N'y touchez pas avec vos mains sales !
Don't touch this with your dirty hands.,N'y touche pas avec tes mains sales !
Don't trust him no matter what he says.,"Ne le crois pas, quoi qu'il dise."
Don't walk so quickly. I can't keep up.,Ne marchez pas si vite. Je ne peux pas suivre.
Don't you get it? This isn't about you.,Ne comprends-tu pas ? Il ne s'agit pas de toi.
Don't you get it? This isn't about you.,Ne comprenez-vous pas ? Il ne s'agit pas de vous.
Don't you just hate this kind of movie?,Ne détestez-vous simplement pas ce genre de film ?
Don't you just hate this kind of movie?,Ne détestes-tu simplement pas ce genre de film ?
Don't you want to know who that man is?,Ne voulez-vous pas savoir qui est cet homme ?
Don't you want to talk to Tom about it?,Tu ne veux pas en parler à Tom ?
Drivers must observe the traffic rules.,Les conducteurs doivent respecter le code de la route.
"Due to bad weather, the plane was late.",L'avion a été en retard à cause du mauvais temps.
Earth is the third planet from the sun.,"Vu du soleil, la terre est la troisième planète."
Eating too much is bad for your health.,Trop manger est mauvais pour la santé.
Everyone here except you has done that.,Tout le monde ici sauf toi l'a fait.
Everyone here except you has done that.,Tout le monde ici sauf vous a fait cela.
Everyone in the class climbed the hill.,Tout le monde dans la classe a grimpé la colline.
Everyone in the classroom was coughing.,"Tout le monde toussait, dans la salle de classe."
Everyone thought we were going to lose.,Tout le monde pensait que nous allions perdre.
"Everyone was pushing, trying to escape.","Tout le monde poussait, essayant de s'échapper."
Everything happened at lightning speed.,Tout s'est passé à la vitesse de l'éclair.
Everything in this store is overpriced.,Tout dans ce magasin est hors de prix.
Everything is in perfect working order.,Tout est en parfait état de fonctionnement.
"Evidently, it's going to rain tomorrow.","Évidemment, il va pleuvoir demain."
"Excuse me, but I think this is my seat.","Excusez-moi, mais je pense que c'est ma place."
Express yourself as clearly as you can.,Exprimez-vous le plus clairement possible.
Express yourself as clearly as you can.,Exprimez-vous aussi clairement que possible.
Express yourself as clearly as you can.,Exprime-toi le plus clairement possible.
Father got back from the office at six.,Père rentre du bureau à six heures.
Father often helps me with my homework.,Père m'aide souvent à faire mes devoirs.
Father sometimes took me to his office.,Mon père m'emmenait parfois à son bureau.
"Feeling chilly, I turned on the heater.","Ayant froid, j'ai allumé le radiateur."
"Feeling the house shake, I ran outside.","Sentant la maison bouger, je suis sorti dehors en courant."
Few people live to be ninety years old.,Peu de gens vivent jusqu'à quatre-vingt-dix ans.
Few people live to be ninety years old.,Peu de gens vivent jusqu'à nonante ans.
Fill in the blanks with suitable words.,Remplissez les blancs par des mots appropriés.
"For three weeks, he ate nothing at all.","Durant trois semaines, il ne mangea rien du tout."
"For your information, that was my idea.","Pour votre information, c'était mon idée."
Friendship is the most precious of all.,L'amitié est ce qu'il y a de plus précieux.
"General Motors laid off 76,000 workers.",General Motors a licencié soixante-seize mille salariés.
Get out of here before I call the cops.,"Sors de là, avant que j'appelle les flics !"
Get out of here before I call the cops.,"Sortez de là, avant que j'appelle les flics !"
Get out of here before I throw you out!,Va-t-en avant que je te jette dehors !
Give him an inch and he'll take a mile.,"Donne-lui la main, il te bouffera le bras !"
Give him an inch and he'll take a yard.,"Donnez-lui la main, il vous prendra le bras."
Give me a little time to think it over.,Accorde-moi un peu de temps pour y réfléchir.
Give my regards to your aunt and uncle.,Transmettez mon meilleur souvenir à votre tante et à votre oncle.
"Go at once, otherwise you will be late.","Allez-y immédiatement, autrement vous serez en retard."
Go down to the cellar to get some wine.,Descends chercher du vin à la cave.
Gold had been discovered in California.,De l'or avait été découvert en Californie.
Good lumber is hard to find these days.,Du bon bois de charpente est difficile à trouver de nos jours.
Good will ultimately triumph over evil.,Le bien triomphera finalement du mal.
Guess what I ate for dinner last night.,Devine ce que j'ai mangé à souper hier soir !
Gum got stuck to the bottom of my shoe.,Du chewing-gum s'est collé à ma semelle.
"Had I known that, I wouldn't have come.","Si j'avais su ça, je ne serais pas venu."
Happy is a man who marries a good wife.,Heureux l'homme qui trouve une bonne épouse.
Harvard University was founded in 1636.,L'université Harvard a été fondée en 1636.
Have there been any phone calls for me?,Y a-t-il eu des appels pour moi ?
Have you been invited to their wedding?,Avez-vous été invité à leur mariage ?
Have you ever argued with your manager?,Vous êtes-vous déjà disputé avec votre directeur?
Have you ever argued with your parents?,T'es-tu déjà disputé avec tes parents ?
Have you ever eaten at that restaurant?,As-tu jamais mangé dans ce restaurant ?
Have you ever eaten at that restaurant?,As-tu jamais mangé à ce restaurant ?
