English words/sentences,French words/sentences
Where did you guys grow up?,"Où avez-vous grandi, les mecs ?"
Where did you have in mind?,Quel endroit avais-tu à l'esprit ?
Where did you have in mind?,Quel endroit aviez-vous à l'esprit ?
Where did you hide the box?,Où avez-vous caché la boîte ?
Where did you hide the box?,Où est-ce que tu as caché la boite ?
Where did you learn French?,Où avez-vous appris le français ?
Where did you learn French?,Où as-tu appris le français ?
Where did you park the car?,Où as-tu garé la voiture ?
Where did you park the car?,Où avez-vous garé la voiture ?
Where did you park the car?,Où as-tu garé la voiture ?
Where did you put the keys?,Où as-tu mis les clés ?
Where did you put the keys?,Où avez-vous mis les clés ?
Where did you put your key?,Où est-ce vous avez mis votre clé ?
Where did you put your key?,Où est-ce tu as mis ta clé ?
Where do I pay for the gas?,Où dois-je payer pour le gaz ?
Where do you all come from?,D'où venez-vous tous ?
Where do you all come from?,D'où venez-vous toutes ?
Where do you want us to go?,Où veux-tu que nous allions ?
Where do you want us to go?,Où voulez-vous que nous allions ?
Where does he practice law?,Où exerce-t-il la profession d'avocat ?
Where exactly are we going?,Où nous rendons-nous exactement ?
Where exactly are we going?,Où va-t-on exactement ?
Where have you been lately?,Où étais-tu ces derniers temps ?
Where have you been lately?,Où étiez-vous ces derniers temps ?
Where is the changing room?,Où sont les vestiaires ?
Where is the logic in that?,Où est donc la logique là-dedans ?
Where is the ticket office?,Où est le guichet ?
Where is the ticket window?,Où est le guichet ?
Where is the train station?,Où est la gare ?
Where is the train station?,Où se trouve la gare ?
Where is the train station?,Où se trouve la gare ?
Where should I put my bags?,Où devrais-je mettre mes sacs ?
Where should I put my bags?,Où devrais-je poser mes sacs ?
Where was the wedding held?,Où a eu lieu le mariage ?
Where was this photo taken?,Où a été prise cette photo ?
Where were you coming from?,D'où venais-tu ?
Where were you coming from?,D'où veniez-vous ?
Where were you last Monday?,Où étais-tu lundi dernier ?
Where were you last Monday?,Où étiez-vous lundi dernier ?
Where would you like to go?,Où est-ce que tu voudrais aller ?
Where would you like to go?,Où désirez-vous vous rendre ?
