English words/sentences,French words/sentences
He shuddered with horror at the grisly sight.,Il frissonna d'horreur à ce spectacle macabre.
He spends all his time extolling her virtues.,Il passe son temps à chanter ses louanges.
He spends all his time extolling her virtues.,Il passe son temps à prôner ses vertus.
He studied hard in order to get into college.,Il a beaucoup étudié afin de pouvoir entrer à l'université.
He tends to get angry when people oppose him.,Il a tendance à se mettre en colère quand les gens s'opposent à lui.
He took a picture of the beautiful landscape.,Il prit une photo du beau paysage.
He tricked her into agreeing to his proposal.,Il l'a amenée à accepter sa proposition.
He tried harder to get good marks than I did.,Il a travaillé plus dur que je ne l'ai fait pour obtenir des bonnes notes.
"He tried to comfort her, but she kept crying.","Il essaya de la consoler, mais elle n'arrêtait pas de pleurer."
"He tried to make his wife happy, but in vain.",Il essaya en vain de rendre sa femme heureuse.
"He tried to make his wife happy, but in vain.",Il a essayé en vain de rendre sa femme heureuse.
He used a big piece of paper to make the bag.,Il utilisa un grand morceau de papier pour confectionner le sac.
He uses foul language whenever he gets angry.,Il devient grossier quand il s'énerve.
He was hospitalized for a surgical operation.,Il a été hospitalisé pour une opération chirurgicale.
He was mad at me because I broke up with him.,Il était furieux après moi parce que j'avais rompu avec lui.
He was moved to tears when he heard the news.,Les larmes lui vinrent aux yeux en entendant les nouvelles.
He was robbed when coming home late at night.,Il a été dévalisé en rentrant tard le soir.
He was scolded by his teacher for being lazy.,Il fut sermonné par son instituteur pour sa paresse.
He was scolded by his teacher for being lazy.,Il a été grondé par son instituteur pour sa paresse.
"He was sick, so he couldn't attend the party.","Il était malade, aussi il ne put assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, il ne put donc assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, aussi il n'a pas pu assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, il n'a donc pas pu assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, de telle sorte qu'il n'a pas pu assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, de telle sorte qu'il ne put assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, de sorte qu'il n'a pas pu assister à la fête."
"He was sick, so he couldn't attend the party.","Il était malade, de sorte qu'il ne put assister à la fête."
