English words/sentences,French words/sentences
It was hard as rock.,C'était dur comme de la pierre.
It was his decision.,C'était sa décision.
It was just a dream.,Ce n'était qu'un rêve.
It was just a fling.,Ce n'était qu'une passade.
It was just a fling.,Ce ne fut qu'une passade.
It was just a hunch.,C'était juste une intuition.
It was light enough.,Il faisait suffisamment jour.
It was like a dream.,Ça me semblait comme un rêve.
It was only a dream.,Ce n'était qu'un rêve.
It was only a dream.,Ce ne fut qu'un rêve.
It was only a dream.,Ça n'a été qu'un rêve.
It was pretty scary.,C'était assez effrayant.
It was rather funny.,C'était plutôt amusant.
It was rather funny.,Ce fut plutôt amusant.
It was really close.,C'était moins une.
It was really funny.,C'était vraiment amusant.
It was really funny.,Ce fut vraiment amusant.
It was really weird.,C'était très bizarre.
It was seven thirty.,Il était sept heures trente.
It was unbelievable.,C'était incroyable.
It was very painful.,Ce fut très douloureux.
It was very painful.,Ça a été très douloureux.
It was worth trying.,Ça valait le coup d'essayer.
It was your mistake.,C'était ton erreur.
It wasn't a bad day.,Ce n'était pas un mauvais jour.
It wasn't a request.,Ce n'était pas une demande.
It wasn't expensive.,Ce n'était pas cher.
It wasn't just luck.,Ce n'était pas que de la chance.
It wasn't just that.,Ce n'était pas juste ça.
It wasn't that cold.,Il ne faisait pas si froid.
It worked perfectly.,Ça a parfaitement fonctionné.
It works like magic.,Ça marche comme par magie.
It would be perfect.,Ça serait parfait.
It'll be no problem.,Ça sera sans problème.
It'll be our secret.,Ce sera notre secret.
It'll cause trouble.,Cela causera des ennuis.
It'll come in handy.,Ça sera bien utile.
It'll probably rain.,Il pleuvra probablement.
It'll rain for sure.,Il va certainement pleuvoir.
It'll rain for sure.,"Il pleuvra, sans aucun doute."
It'll rain for sure.,Il pleuvra certainement.
It'll snow tomorrow.,Il neigera demain.
It's Saturday today.,Aujourd'hui c'est samedi.
It's a big decision.,C'est une grosse décision.
It's a brain-teaser.,C'est un casse-tête.
It's a comedy movie.,C'est une comédie.
It's a dreary place.,C'est un endroit sinistre.
It's a gorgeous day.,C'est une magnifique journée.
It's a group effort.,C'est un effort collectif.
It's a huge mistake.,C'est une grosse erreur.
It's a huge mistake.,C'est une énorme erreur.
It's a huge problem.,C'est un gros problème.
It's a little dated.,Ça a un peu vécu.
It's a little dated.,C'est un peu démodé.
It's a little dated.,C'est un peu désuet.
It's a little nasty.,C'est un peu méchant.
It's a little scary.,C'est un peu effrayant.
It's a nice thought.,C'est une belle pensée.
It's a perfect trap.,C'est un piège idéal.
It's a popular idea.,C'est une idée répandue.
It's a real bargain.,C'est une bonne affaire.
