English words/sentences,French words/sentences
I couldn't help laughing when I heard that story.,Je n'ai pas pu m'empêcher de rire lorsque j'ai entendu cette histoire.
I cut my finger while trying to open the package.,Je me suis coupé le doigt en tentant d'ouvrir le colis.
I didn't get a chance to introduce myself to her.,Je n'ai pas eu l'occasion de me présenter à elle.
I didn't get a chance to introduce myself to her.,Je n'eus pas l'occasion de me présenter à elle.
I didn't know I was adopted until I was thirteen.,Je ne savais pas que j'avais été adopté jusqu’à ce que j'ai trente ans.
I don't agree with segregation of people by race.,Je suis contre la ségrégation raciale.
I don't believe Tom would do something like that.,Je ne pense pas que Tom puisse faire une telle chose.
"I don't care what color ink, just bring me a pen.","La couleur m'est indifférente, apporte-moi juste un stylo."
I don't have a prejudice against foreign workers.,Je n'ai pas de préjugé contre les travailleurs étrangers.
I don't have time to help you with your homework.,Je n'ai pas le temps pour t'aider dans tes devoirs.
"I don't have to do that if I don't want to, do I?","Je n'ai pas à faire cela si je ne le veux pas, si ?"
I don't know anyone who matches that description.,Je ne connais personne qui corresponde à cette description.
I don't know what to say to make you feel better.,Je ne sais pas quoi dire pour te consoler.
I don't know whether Tom still lives here or not.,Je ne sais pas si Tom vit encore ici ou pas.
I don't know whether Tom still lives here or not.,J'ignore si Tom vit encore ici ou non.
I don't know whether Tom still lives here or not.,J'ignore si Tom vit encore ici ou pas.
I don't know whether Tom still lives here or not.,Je ne sais pas si Tom vit encore ici ou non.
I don't think anyone really expected you to help.,Je ne pense pas que quiconque ne s'attendait à ce que tu donnes un coup de main.
I don't think anyone really expected you to help.,Je ne pense pas que quiconque ne s'attendait à ce que vous donniez un coup de main.
I don't think that anybody really understands me.,Je ne pense pas que quiconque me comprenne réellement.
I don't think this is a good time to talk to Tom.,Je ne pense pas que ce soit un bon moment pour parler à Tom.
I don't think we should be talking to each other.,Je ne pense pas que nous devrions nous parler.
I don't understand what all of the fuss is about.,Je ne comprends pas pourquoi on fait tout ce foin.
I don't understand what you're trying to achieve.,Je ne comprends pas ce que vous essayez d'accomplir.
I don't understand what you're trying to achieve.,Je ne comprends pas ce que tu essaies d'accomplir.
I don't understand why you don't want to do that.,Je ne comprends pas pourquoi tu ne veux pas faire ça.
I don't understand why you don't want to do that.,Je ne comprends pas pourquoi vous ne voulez pas faire ça.
I don't want Tom making the same mistakes I made.,Je ne veux pas que Tom reproduise les mêmes erreurs que moi.
I don't want to be any more burden to my parents.,Je ne veux plus être aucune charge pour mes parents.
I don't want to be the person who tells Tom that.,Je ne veux pas être celui qui annoncera cela à Tom.
I don't want to be the person who tells Tom that.,Je ne veux pas être celle qui annoncera cela à Tom.
I don't want to hear another complaint about you.,Je ne veux plus entendre de plaintes vous concernant.
I don't want to hear another complaint about you.,Je ne veux pas entendre d'autres plaintes te concernant.
I don't want you to make the same mistake I made.,Je ne veux pas que vous commettiez la même erreur que moi.
I feel more alert after drinking a cup of coffee.,Je me sens plus alerte après avoir bu une tasse de café.
I feel sort of dizzy and I feel like throwing up.,J'ai comme la tête qui tourne et j'ai la nausée.
I feel sort of dizzy and I feel like throwing up.,J'ai comme la tête qui tourne et comme envie de vomir.
I feel the same way about you as you do about me.,J'éprouve la même chose à votre égard que vous éprouvez au mien.
I feel the same way about you as you do about me.,J'éprouve la même chose à votre endroit que vous éprouvez au mien.
I feel the same way about you as you do about me.,J'éprouve la même chose à ton égard que tu éprouves au mien.
I feel the same way about you as you do about me.,J'éprouve la même chose à ton endroit que tu éprouves au mien.
I found the book which I had lost the day before.,J'ai retrouvé le livre que j'avais perdu hier.
I found the secret compartment quite by accident.,Je découvris le compartiment secret tout à fait par accident.
"I gave him advice, to which he paid no attention.",Je lui ai donné un conseil auquel il n'a pas prêté attention.
I get the feeling you don't really want me to go.,J'ai le sentiment que vous ne voulez pas vraiment que je parte.
I get the feeling you don't really want me to go.,J'ai le sentiment que tu ne veux pas vraiment que je parte.
I got up early in order to catch the first train.,Je me suis levé tôt pour prendre le premier train.
I had a crush on you when we were in high school.,J'étais entiché de toi lorsque nous étions au lycée.
I had a crush on you when we were in high school.,J'étais entichée de toi lorsque nous étions au lycée.
I had a problem similar to that not too long ago.,J'ai eu un problème similaire il n'y a pas si longtemps.
I had not seen a lion before I was ten years old.,Je n'avais jamais vu de lion avant l'âge de mes dix ans.
I had to cancel my trip on account of the strike.,J'ai dû annuler mon voyage à cause de la grève.
I had to pay a large sum of money to get it back.,J'ai dû payer une forte somme pour le récupérer.
I hadn't planned to tell you anything about this.,Je n'avais pas prévu de vous dire quoi que ce fut à ce sujet.
I hadn't planned to tell you anything about this.,Je n'avais pas prévu de te dire quoi que ce fut à ce sujet.
"I hate to interrupt, but I need to say something.",Il me peine de vous interrompre mais il me faut dire quelque chose.
I have a friend whose father is a famous pianist.,J'ai un ami dont le père est un pianiste connu.
I have a friend whose father is an animal doctor.,J'ai un ami dont le père est vétérinaire.
I have an appointment with the professor at 1:30.,J'aurai un entretien avec le professeur à 13 h 30.
I have an old computer that I don't want anymore.,J'ai un vieil ordinateur dont je ne veux plus.
I have just had one of the worst days of my life.,Je viens d'avoir une des pires journées de ma vie.
I have never had more than $500 in my possession.,Je n'ai jamais eu plus de 500 dollars en ma possession.
