English words/sentences,French words/sentences
Why don't you just ask your parents for money?,Pourquoi ne demandez-vous pas simplement de l'argent à vos parents ?
Why don't you just ask your parents for money?,Pourquoi ne demandes-tu pas simplement de l'argent à tes parents ?
Why in the world would I want to be a teacher?,"Pourquoi, Dieu, voudrais-je être enseignant ?"
Why in the world would I want to be a teacher?,"Pourquoi, Dieu, voudrais-je être enseignante ?"
Why would you ever want to do a job like that?,Pourquoi voudrais-tu jamais faire un boulot comme celui-là ?
Why would you ever want to do a job like that?,Pourquoi voudrais-tu jamais faire un tel boulot ?
Why would you ever want to do a job like that?,Pourquoi voudriez-vous jamais faire un boulot comme celui-là ?
Why would you ever want to do a job like that?,Pourquoi voudriez-vous jamais faire un tel boulot ?
Will I get to the station if I take this road?,Parviendrai-je à la gare si je prends cette route ?
Will you pick me up at seven tomorrow morning?,Viendras-tu me chercher demain matin à sept heures ?
Will you put down that paper and listen to me?,Vas-tu laisser ce papier et m'écouter ?
Will you put down that paper and listen to me?,Vas-tu laisser cet article et m'écouter ?
Will you tell him about it when he comes home?,Est-ce que tu lui en parleras quand il rentrera à la maison ?
World War One had ended just 15 years earlier.,La première guerre mondiale s'était terminée juste quinze ans auparavant.
Would it be OK if I discussed it with my wife?,Cela irait-il si j'en discutais avec mon épouse ?
Would it be OK if I took a vacation next week?,"Est-ce que ça irait si je prenais un congé, la semaine prochaine ?"
Would you be willing to write a letter for me?,Seriez-vous prêt à écrire une lettre pour moi ?
Would you be willing to write a letter for me?,Seriez-vous prête à écrire une lettre pour moi ?
Would you be willing to write a letter for me?,Serais-tu disposée à écrire une lettre pour moi ?
Would you be willing to write a letter for me?,Serais-tu prêt à écrire une lettre pour moi ?
Would you care to come and see me on Saturday?,Voudrais-tu venir me rendre visite samedi ?
Would you have time to fix this flat tire now?,"Disposeriez-vous du temps pour réparer ce pneu à plat, maintenant ?"
Would you have time to help me with something?,Aurais-tu le temps de m'aider à quelque chose?
Would you have time to help me with something?,Disposeriez-vous de temps pour m'aider à quelque chose ?
Would you kindly make room for this old woman?,Voudriez-vous être assez aimable pour laisser la place à cette dame âgée ?
Would you like me to get you something to eat?,Tu veux que je te ramène quelque chose?
Would you like to travel to the United States?,Voudrais-tu voyager aux États-Unis ?
Would you please tell this gentleman who I am?,"Voudriez-vous, je vous prie, dire à ce monsieur qui je suis ?"
Would you please tell this gentleman who I am?,"Voudrais-tu, je te prie, dire à ce monsieur qui je suis ?"
Yesterday I listened to a very beautiful song.,"Hier, j'ai écouté un très beau chant."
"Yesterday, Tom was a little better than usual.",Hier Tom était un peu mieux que d'habitude.
You and Tom used to be friends. What happened?,Tom et toi étiez amis. Que s'est-il passé?
You are bound to fail unless you study harder.,"À moins que tu étudies plus intensivement, tu te destines à l'échec."
You are bound to fail unless you study harder.,"À moins d'étudier plus intensivement, tu es condamné à l'échec."
You can be pretty helpful when you want to be.,Tu peux être assez serviable lorsque tu le veux.
You can be pretty helpful when you want to be.,Vous pouvez être assez serviable lorsque vous le voulez.
You can borrow a copy from any public library.,Tu peux emprunter une copie dans n'importe quelle bibliothèque publique.
"You can do whatever you want to do, of course.","Tu peux faire tout ce qui te chante, bien sûr."
"You can do whatever you want to do, of course.","Vous pouvez faire tout ce qui vous chante, bien sûr."
You can see the ancient ruins in the distance.,Vous pouvez voir les anciennes ruines au loin.
You can skate safely on this side of the lake.,On peut patiner de ce coté du lac en toute sécurité.
You can sleep here for a while if you want to.,"Tu peux dormir ici, un moment, si tu veux."
