English words/sentences,French words/sentences
You don't look like your dad.,Vous ne ressemblez pas à votre papa.
You don't look like your dad.,Tu ne ressembles pas à ton papa.
You don't need to be nervous.,Tu n'as pas besoin d'être nerveux.
You don't see that every day.,On ne voit pas ça tous les jours.
You don't seem to understand.,Tu ne sembles pas comprendre.
You don't seem to understand.,Vous ne semblez pas comprendre.
You don't seem too surprised.,Tu ne sembles pas trop surpris.
You don't seem too surprised.,Tu ne sembles pas trop surprise.
You don't seem too surprised.,Vous ne semblez pas trop surpris.
You don't seem too surprised.,Vous ne semblez pas trop surprise.
You don't seem too surprised.,Vous ne semblez pas trop surprises.
"You don't understand me, Tom.","Tu ne me comprends pas, Tom."
"You don't understand me, Tom.","Vous ne comprenez pas, Tom."
"You enjoyed that, didn't you?","Vous avez apprécié cela, n'est-ce pas ?"
"You enjoyed that, didn't you?","Tu as apprécié ça, n'est-ce pas ?"
"You feel lonesome, don't you?","Tu te sens seul, n'est-ce pas ?"
You gave me only fifty cents.,Tu m'as donné seulement cinquante centimes.
You gotta get more organized.,Il vous faut être davantage organisé.
You gotta get more organized.,Il vous faut être plus organisé.
You gotta get more organized.,Il te faut être davantage organisé.
You gotta get more organized.,Il te faut être plus organisé.
You gotta get more organized.,Il faut que tu sois plus organisé.
You gotta get more organized.,Il faut que tu sois davantage organisé.
You gotta get more organized.,Il faut que vous soyez plus organisé.
You gotta get more organized.,Il faut que vous soyez plus organisée.
You gotta get more organized.,Il faut que vous soyez plus organisés.
You gotta get more organized.,Il faut que vous soyez plus organisées.
You gotta get more organized.,Il vous faut être plus organisée.
You gotta get more organized.,Il vous faut être plus organisés.
You gotta get more organized.,Il vous faut être plus organisées.
You gotta get more organized.,Il vous faut être davantage organisée.
You gotta get more organized.,Il vous faut être davantage organisés.
You gotta get more organized.,Il vous faut être davantage organisées.
You gotta get more organized.,Il faut que tu sois plus organisée.
You gotta get more organized.,Il te faut être plus organisée.
You gotta get more organized.,Il te faut être davantage organisée.
You gotta get more organized.,Il faut que tu sois davantage organisée.
You gotta get more organized.,Faut que tu sois plus organisé !
You gotta get more organized.,Faut que tu sois plus organisée !
You gotta get more organized.,Faut que vous soyez plus organisé !
You gotta get more organized.,Faut que vous soyez plus organisée !
You gotta get more organized.,Faut que vous soyez plus organisés !
You gotta get more organized.,Faut que vous soyez plus organisées !
You had better go to bed now.,Tu ferais mieux d'aller au lit maintenant.
You had better go to bed now.,Vous feriez mieux d'aller au lit maintenant.
You had better start at once.,Tu ferais mieux de commencer tout de suite.
You had better start at once.,Vous feriez mieux de commencer tout de suite.
You have a great imagination.,Tu as une grande imagination.
You have a great imagination.,Vous avez une grande imagination.
You have a great imagination.,Vous êtes doté d'une grande imagination.
You have a great imagination.,Vous êtes dotée d'une grande imagination.
You have a great imagination.,Vous êtes dotés d'une grande imagination.
You have a great imagination.,Vous êtes dotées d'une grande imagination.
You have a great imagination.,Tu es doté d'une grande imagination.
You have a great imagination.,Tu es dotée d'une grande imagination.
You have a lot of work to do.,Tu as beaucoup de travail à faire.
You have a lot of work to do.,Vous avez beaucoup de travail à faire.
You have beautiful blue eyes.,Tu as de beaux yeux bleus.
You have blood on your hands.,Tu as du sang sur les mains.
You have blood on your hands.,Vous avez du sang sur les mains.
You have good taste in music.,Tu as de bons gouts musicaux.
You have good taste in music.,Tu as bon goût pour la musique.
You have no right to be here.,Tu n'as aucun droit d'être là.
You have no right to be here.,Vous n'avez aucun droit d'être là.
You have no right to do this.,Vous n'avez aucun droit de faire ça.
You have no right to do this.,Tu n'as aucun droit de faire ça.
You have such beautiful eyes.,Tu as de tellement beaux yeux.
You have such beautiful eyes.,Vous avez de tellement beaux yeux.
You have such beautiful eyes.,Vous avez de si beaux yeux.
You have to accept your role.,Tu dois accepter ton rôle.
You have to go on without me.,Tu dois continuer sans moi.
You have to go on without me.,Vous devez continuer sans moi.
You have to guess what it is.,Tu dois deviner ce que c'est.
You have to guess what it is.,Vous devez deviner ce dont il s'agit.
You have to leave everything.,Vous devez tout laisser.
You have to leave everything.,Tu dois tout abandonner.
You have to trust me on this.,Tu dois me faire confiance sur ce coup.
You just wouldn't understand.,Tu ne comprendrais simplement pas.
You just wouldn't understand.,Vous ne comprendriez simplement pas.
"You know her name, don't you?","Tu connais son nom, n'est-ce pas ?"
"You know her name, don't you?","Vous connaissez son nom, n'est-ce pas ?"
You know we'd never hurt you.,Tu sais que nous ne te ferions jamais de mal.
You know we'd never hurt you.,Vous savez que nous ne vous ferions jamais de mal.
You know what you have to do.,Tu sais ce que tu as à faire.
You know what you have to do.,Vous savez ce que vous avez à faire.
"You know, I had a lot of fun.","Tu sais, je me suis bien amusée."
"You know, I had a lot of fun.","Vous savez, je me suis bien amusé."
"You know, I had a lot of fun.","Vous savez, je me suis bien amusée."
You look just like my sister.,Vous ressemblez tout à fait à ma sœur.
You look just like my sister.,Vous ressemblez exactement à ma sœur.
You look just like my sister.,Tu ressembles tout à fait à ma sœur.
You look like you're in pain.,Vous avez l'air de souffrir.
You look like you're in pain.,Tu as l'air de souffrir.
You make me want to throw up!,Tu me donnes envie de vomir !
You may as well come with me.,Vous feriez aussi bien de venir avec moi.
You may choose what you like.,Tu peux choisir ce que tu veux.
You may go anywhere you like.,Tu peux aller où bon te semble.
You may go anywhere you like.,Tu peux aller où ça te chante.
You may go anywhere you like.,Tu peux aller où ça te plaît.
You may go anywhere you like.,Vous pouvez aller où cela vous plaît.
You might be late for school.,Tu risques d'être en retard pour l'école.
You must allow for his youth.,Il vous faut prendre en compte sa jeunesse.
You must allow for his youth.,Il te faut prendre en compte sa jeunesse.
You must be out of your mind.,Tu dois avoir perdu la tête.
You must be out of your mind.,Vous devez avoir perdu la tête.
You must do better than that.,Vous devez faire mieux que ça.
You must do better than that.,Tu dois faire mieux que ça.
You must have made a mistake.,Tu dois t'être trompé.
You must have made a mistake.,Vous devez avoir fait une erreur.
You must not go out at night.,Vous ne devez pas sortir la nuit.
You must not leave right now.,Tu ne dois pas partir maintenant.
You must not leave right now.,Vous ne devez pas partir tout de suite.
You must realize that by now.,"Tu dois en prendre conscience, à l'heure qu'il est."
You must realize that by now.,"Vous devez en prendre conscience, à l'heure qu'il est."
You must respect your elders.,On doit respecter ses aînés.
You must respect your elders.,Vous devez respecter vos aînés.
You must respect your elders.,Tu dois respecter tes aînés.
You must respect your elders.,Tu dois respecter tes aînées.
You must respect your elders.,Vous devez respecter vos aînées.
You must think this is funny.,Tu dois penser que c'est amusant.
You must think this is funny.,Vous devez penser que c'est amusant.
You must trust in yourselves.,Vous devez avoir confiance en vous.
You need to accept your role.,Tu dois accepter ton rôle.
You need to do more research.,Vous avez besoin de faire plus de recherches.
You need to do more research.,Tu as besoin de faire plus de recherches.
You need to lose some weight.,Tu dois perdre du poids.
You need to lose some weight.,Vous devez perdre du poids.
You need to press the button.,Il te faut appuyer sur le bouton.
You need to press the button.,Il vous faut appuyer sur le bouton.
You need to press the button.,Il faut que vous appuyiez sur le bouton.
You need to press the button.,Il faut que tu appuies sur le bouton.
You need to take these pills.,Vous devez prendre ces pilules.
You need to take these pills.,Tu dois prendre ces pilules.
You only need to concentrate.,Vous devez seulement vous concentrer.
You really must stop smoking.,Tu dois vraiment t'arrêter de fumer.
You really must stop smoking.,Vous devez vraiment vous arrêter de fumer.
You really speak French well.,Tu parles vraiment bien français.
"You recognize her, don't you?","Vous la reconnaissez, n'est-ce pas ?"
"You recognize her, don't you?","Tu la reconnais, n'est-ce pas ?"
"You recognize him, don't you?","Vous le reconnaissez, n'est-ce pas ?"
"You recognize him, don't you?","Tu le reconnais, n'est-ce pas ?"
You remind me of my daughter.,Vous me rappelez ma fille.
You remind me of my daughter.,Tu me rappelles ma fille.
You remind me of your father.,Vous me rappelez votre père.
You remind me of your father.,Tu me rappelles ton père.
You remind me of your mother.,Tu me rappelles ta mère.
You remind me of your mother.,Vous me rappelez votre mère.
You said I could talk to Tom.,Tu as dit que je pourrais parler à Tom.
You said you figured out why.,Vous avez dit que vous avez compris pourquoi.
You said you figured out why.,Tu as dit que tu avais compris pourquoi.
You said you wanted a family.,Tu as dit que tu voulais une famille.
You seem like a smart person.,Vous avez l'air d'être une personne intelligente.
You seem like a smart person.,Tu sembles être une personne intelligente.
You seem perfect for the job.,Tu sembles parfait pour le job.
You seem perfect for the job.,Tu sembles parfaite pour le job.
You seem perfect for the job.,Vous semblez parfaite pour l'emploi.
You seem to be a kind person.,Vous semblez être quelqu'un de gentil.
You seem to be an honest man.,Tu as l'air d'être un homme honnête.
You seem to be an honest man.,Vous avez l'air d'être un homme honnête.
You should do that right now.,Tu devrais le faire sur-le-champ.
You should do that right now.,Vous devriez le faire sur-le-champ.
You should follow his advice.,Tu devrais suivre son conseil.
You should follow his advice.,Vous devriez suivre son conseil.
You should get married again.,Vous devriez vous remarier.
You should get married again.,Tu devrais te remarier.
You should get some exercise.,Tu devrais faire de l'exercice.
You should get some exercise.,Vous devriez faire de l'exercice.
You should get your hair cut.,Tu devrais te couper les cheveux.
You should have come earlier.,Tu aurais dû venir plus tôt.
You should keep your promise.,Vous devriez tenir votre promesse.
You should keep your promise.,Tu devrais tenir ta promesse.
You should leave immediately.,Vous devriez partir immédiatement.
You should look that word up.,Tu devrais rechercher ce mot.
You should look that word up.,Vous devriez rechercher ce mot.
You should look this word up.,Tu devrais rechercher ce mot.
You should look this word up.,Vous devriez rechercher ce mot.
You should look up that word.,Tu devrais rechercher ce mot.
You should look up that word.,Vous devriez rechercher ce mot.
You should look up this word.,Tu devrais rechercher ce mot.
You should look up this word.,Vous devriez rechercher ce mot.
You should not speak so loud.,Tu ne devrais pas parler aussi fort.
You should obey your parents.,Tu dois obéir à tes parents.
You should run for president.,Tu devrais te présenter en tant que président.
You should run for president.,Vous devriez vous présenter en tant que président.
You should see Tom's picture.,Tu devrais voir la photo de Tom.
You should see Tom's picture.,Vous devriez voir la photo de Tom.
You should've listened to me.,Tu aurais dû m'écouter.
You should've paid attention.,Tu aurais dû faire attention.
You should've seen the movie.,Tu aurais dû voir le film.
You shouldn't break promises.,Tu devrais respecter ta promesse.
You shouldn't break promises.,Tu ne devrais pas trahir ta parole.
You shouldn't eat raw snails.,Tu ne devrais pas manger des escargots crus.
You shouldn't eat raw snails.,Vous ne devriez pas manger d'escargots crus.
You shouldn't have done that.,Tu n'aurais pas dû faire ça.
You shouldn't have done that.,Vous n'auriez pas dû faire ça.
You shouldn't have said that.,Tu n'aurais pas dû dire ça.
You shouldn't have said that.,Vous n'auriez pas dû dire cela.
You shouldn't trust that man.,Vous ne devriez pas faire confiance à cet homme.
You shouldn't trust that man.,Tu ne devrais pas faire confiance à cet homme.
You speak pretty good French.,Vous parlez assez bien français.
You sure have a lot of nerve!,Vous avez vraiment beaucoup de courage !
You two have a lot in common.,Vous deux avez beaucoup en commun.
"You understand French, right?","Vous comprenez le français, n'est-ce pas ?"
"You understand French, right?","Tu comprends le français, n'est-ce pas ?"
"You understand German, right?","Tu comprends l’allemand, n’est-ce pas ?"
You want to remain anonymous.,Tu veux rester anonyme.
"You were afraid, weren't you?","Vous aviez peur, n'est-ce pas ?"
"You were afraid, weren't you?","Tu avais peur, non ?"
"You were afraid, weren't you?","Tu étais effrayée, non ?"
"You were afraid, weren't you?","Vous étiez effrayées, n'est-ce pas ?"
"You were afraid, weren't you?","Vous étiez effrayée, n'est-ce pas ?"
"You were afraid, weren't you?","Vous étiez effrayés, n'est-ce pas ?"
"You were afraid, weren't you?","Vous étiez effrayé, n'est-ce pas ?"
"You were afraid, weren't you?","Tu étais effrayé, non ?"
"You were hungry, weren't you?","Tu avais faim, n'est-ce pas ?"
"You were hungry, weren't you?","Vous aviez faim, n'est-ce pas ?"
"You were scared, weren't you?","Vous aviez peur, n'est-ce pas ?"
"You were scared, weren't you?","Tu avais peur, n'est-ce pas ?"
"You were scared, weren't you?","Vous avez eu peur, n'est-ce pas ?"
"You were scared, weren't you?","Tu as eu peur, n'est-ce pas ?"
You were thirty minutes late.,Tu avais trente minutes de retard.
You were totally out of line.,Tu as complètement dépassé les bornes.
You won't find anything here.,Vous ne trouverez rien ici.
You won't find anything here.,Tu ne trouveras rien ici.
You worry too much about Tom.,Tu t'inquiètes trop pour Tom.
You worry too much about Tom.,Vous vous inquiétez trop pour Tom.
You'd better call the doctor.,Tu ferais mieux d'appeler le médecin.
You'd better call the doctor.,Vous feriez mieux d'appeler le docteur.
You'd better give up smoking.,Vous feriez mieux d'arrêter de fumer.
You'd better give up smoking.,Tu ferais mieux d'arrêter de fumer.
You'd better go home at once.,Tu ferais mieux d'aller chez toi immédiatement.
You'd better go home at once.,Vous feriez mieux d'aller chez vous immédiatement.
You'd better not see her now.,Tu ferais mieux de ne pas la voir maintenant.
You'd better not see her now.,Vous feriez mieux de ne pas la voir maintenant.
You'd better not see her now.,Il vaudrait mieux que tu ne la voies pas pour le moment.
You'd better take care of it.,Tu ferais mieux de t'en occuper.
