English words/sentences,French words/sentences
When was the last time you bought shoes?,Quand as-tu acheté des chaussures pour la dernière fois ?
When was the last time you fried an egg?,C'était quand la dernière fois que tu as fait frire un œuf ?
When was the potato introduced in Japan?,Quand la pomme de terre fut-elle introduite au Japon ?
"When you see Tom, tell him I said hello.","Et quand tu vois Tom, salue-le de ma part."
Where did you work before you came here?,Où avez-vous travaillé avant de venir ici?
Where in Europe would you like to visit?,Quel endroit d'Europe voudrais-tu visiter ?
Where in the world did you get the idea?,Où as-tu bien pu trouver une idée pareille ?
Where's there a supermarket around here?,Où peut-on trouver un supermarché dans les environs ?
"Wherever you may go, you'll be welcomed.","Où que vous alliez, vous serez bien accueillis."
Whether he will come at all is doubtful.,Il est improbable qu'il vienne du tout.
"Which is easier, this book or that book?","Lequel est le plus facile à lire, ce livre-ci ou ce livre-là ?"
Which of the composers do you like best?,Lequel de ces compositeurs préfères-tu ?
Which of the composers do you like best?,Lequel de ces compositeurs préférez-vous ?
Which one of you two are coming with me?,Qui de vous deux viendra avec moi ?
Which online dictionary do you use most?,Quel dictionnaire en ligne emploies-tu le plus ?
Who do you think you're talking to here?,"À qui crois-tu être en train de parler, là ?"
Who do you think you're talking to here?,"À qui croyez-vous être en train de parler, là ?"
Who is the man who was talking with you?,Qui est l'homme qui parlait avec toi ?
Who is to say that what we did is wrong?,Qui peut dire que ce que nous avons fait est mal ?
Whose turn is it to make dinner tonight?,C'est au tour de qui de préparer le dîner pour ce soir?
Why can't you be more like your brother?,Pourquoi ne peux-tu pas ressembler davantage à ton frère ?
Why can't you be more like your brother?,Pourquoi ne pouvez-vous pas ressembler davantage à votre frère ?
Why didn't you come into work yesterday?,"Pourquoi n'êtes-vous pas venus au travail, hier ?"
Why didn't you come into work yesterday?,"Pourquoi n'êtes-vous pas venu au travail, hier ?"
Why didn't you come into work yesterday?,"Pourquoi n'êtes-vous pas venues au travail, hier ?"
Why didn't you come into work yesterday?,"Pourquoi n'êtes-vous pas venue au travail, hier ?"
Why didn't you come into work yesterday?,"Pourquoi n'es-tu pas venu au travail, hier ?"
Why didn't you come into work yesterday?,"Pourquoi n'es-tu pas venue au travail, hier ?"
Why do they call New York the Big Apple?,Pourquoi appellent-ils New York la grosse pomme ?
Why do you always seem to want to argue?,Pourquoi sembles-tu toujours vouloir te disputer ?
Why do you always seem to want to argue?,Pourquoi semblez-vous toujours vouloir vous disputer ?
Why do you know so much about Australia?,Comment ça se fait que tu t’y connaisses autant sur l’Australie ?
Why do you want to work for our company?,Pourquoi voulez-vous travailler pour notre entreprise ?
Why do you want to work for our company?,Pourquoi veux-tu travailler pour notre entreprise ?
Why does everyone think that I'm stupid?,Pourquoi est-ce que tout le monde pense que je suis stupide ?
Why don't you ride your bicycle to work?,Pourquoi ne vas-tu pas au travail à vélo?
Why don't you tell me what you remember?,Pourquoi ne me dites-vous pas ce dont vous vous souvenez ?
Why don't you tell me what you remember?,Pourquoi ne me dis-tu pas ce dont tu te souviens ?
Why have you delayed seeing the dentist?,Pourquoi as-tu attendu avant d'aller voir le dentiste?
Why haven't you eaten the food I cooked?,Pourquoi n'avez-vous pas mangé ce que j'ai cuisiné ?
Why haven't you eaten the food I cooked?,Pourquoi n'as-tu pas mangé ce que j'ai cuisiné ?
Why is it so difficult to master French?,Pourquoi est-il si difficile de maîtriser le français ?
Why was I the only one asking questions?,Pourquoi étais-je le seul à poser des questions ?
Why would you think something like that?,Pourquoi voudrais-tu penser pareille chose ?
Why would you think something like that?,Pourquoi voudriez-vous penser pareille chose ?
Why's your French pronunciation so good?,Pourquoi ta prononciation française est si bonne ?
Will they elect him for four more years?,Vont-ils l'élire pour un nouveau mandat de quatre ans ?
Will you listen to me for a few minutes?,Voulez-vous m'écouter pendant quelques minutes ?
