English words/sentences,French words/sentences
Do you have a big family?,As-tu une grande famille?
Do you have a bigger one?,En avez-vous un plus gros ?
Do you have a bigger one?,En avez-vous une plus grosse ?
Do you have a bigger one?,Est-ce que tu en as un plus gros ?
Do you have a bigger one?,Est-ce que vous en avez une plus grosse ?
Do you have a cell phone?,Avez-vous un portable ?
Do you have a dictionary?,Avez-vous un dictionnaire ?
Do you have a dictionary?,As-tu un dictionnaire ?
Do you have a girlfriend?,As-tu une petite amie ?
Do you have a red pencil?,As-tu un stylo rouge ?
Do you have a subway map?,Avez-vous une carte du métro ?
Do you have a subway map?,Tu as une carte du métro ?
Do you have an extra key?,Avez-vous une clé supplémentaire ?
Do you have an extra key?,Disposez-vous d'une clé supplémentaire ?
Do you have an extra key?,Disposez-vous d'une clé additionnelle ?
Do you have any brothers?,As-tu des frères ?
Do you have any brothers?,Avez-vous des frères ?
Do you have any children?,Avez-vous des enfants ?
Do you have any evidence?,Tu as des preuves ?
Do you have any rock CDs?,Avez-vous des disques de rock ?
Do you have any rock CDs?,As-tu des CDs de rock ?
Do you have dinner plans?,As-tu des projets pour le déjeuner ?
Do you have dinner plans?,As-tu des projets pour le souper ?
Do you have dinner plans?,Avez-vous des projets pour le déjeuner ?
Do you have dinner plans?,Avez-vous des projets pour le souper ?
Do you have enough money?,Disposez-vous de suffisamment d'argent ?
Do you have enough money?,As-tu assez d'argent ?
Do you have enough money?,Disposes-tu de suffisamment d'argent ?
Do you have lucid dreams?,Fais-tu des rêves éveillés ?
Do you have lucid dreams?,Faites-vous des rêves éveillés ?
Do you have many friends?,Avez-vous beaucoup d'amis ?
Do you have other family?,As-tu quelque autre parent ?
Do you have other family?,Avez-vous quelque autre parent ?
Do you have small change?,Avez-vous de la petite monnaie ?
Do you have the painting?,Avez-vous le tableau ?
Do you have the painting?,Détenez-vous le tableau ?
Do you have the painting?,Détiens-tu le tableau ?
Do you have the schedule?,As-tu l'emploi du temps ?
Do you have the schedule?,Avez-vous l'emploi du temps ?
Do you hit your children?,Frappez-vous vos enfants ?
Do you hit your children?,Frappes-tu tes enfants ?
Do you know how old I am?,Connais-tu mon âge ?
Do you know how to dance?,Sais-tu danser ?
Do you know how to do it?,Sais-tu comment le faire ?
Do you know how to drive?,Sais-tu conduire ?
Do you know how to drive?,Savez-vous conduire ?
Do you know what he said?,Sais-tu ce qu'il a dit ?
Do you know what he said?,Savez-vous ce qu'il a dit ?
Do you know what love is?,Sais-tu ce qu'est l'amour ?
Do you know what love is?,Savez-vous ce qu'est l'amour ?
Do you know what this is?,Savez-vous ce que c'est ?
Do you know where I live?,Savez-vous où j'habite ?
Do you know where I live?,Savez-vous où j'habite ?
Do you know where I live?,Est-ce que tu sais où j'habite ?
Do you know where I live?,Sais-tu où je vis ?
Do you know where she is?,Est-ce que tu sais où elle est ?
Do you know where she is?,Sais-tu où elle est ?
Do you know who they are?,Savez-vous qui ils sont ?
Do you know who they are?,Savez-vous qui elles sont ?
Do you know who they are?,Sais-tu qui ils sont ?
Do you know who they are?,Sais-tu qui elles sont ?
Do you like French opera?,Appréciez-vous l'opéra français ?
Do you like French opera?,Apprécies-tu l'opéra français ?
Do you like French wines?,Aimes-tu les vins français ?
Do you like French wines?,Aimez-vous les vins français ?
Do you like this drawing?,Aimez-vous ce dessin ?
Do you like this drawing?,Est-ce que tu aimes ce dessin ?
Do you live in this dorm?,Vis-tu dans cette cité universitaire ?
Do you live in this dorm?,Vivez-vous dans cette cité universitaire ?
Do you love your country?,Aimez-vous votre pays ?
Do you love your country?,Aimes-tu ton pays ?
Do you mean what you say?,Tu dis ça sérieusement ?
Do you mind if I ask why?,Vois-tu un inconvénient à ce que je demande pourquoi ?
Do you mind if I ask why?,Voyez-vous un inconvénient à ce que je demande pourquoi ?
Do you mind if I come in?,Vois-tu un inconvénient à ce que j'entre ?
Do you mind if I come in?,Voyez-vous un inconvénient à ce que j'entre ?
Do you mind if I join in?,Voyez-vous un inconvénient à ce que je me joigne à vous ?
Do you need an ambulance?,Avez-vous besoin d'une ambulance ?
Do you need an ambulance?,Requiers-tu une ambulance ?
Do you not know who I am?,Ne sais-tu pas qui je suis ?
Do you plan to go abroad?,Prévois-tu d'aller à l'étranger ?
Do you plan to go abroad?,Prévoyez-vous de vous rendre à l'étranger ?
Do you plan to stay long?,Comptes-tu rester longtemps ?
Do you plan to stay long?,Comptez-vous rester longtemps ?
Do you play the trombone?,Jouez-vous du trombone ?
Do you play the trombone?,Est-ce que tu joues du trombone ?
Do you really think that?,Le pensez-vous vraiment ?
Do you really think that?,Le penses-tu vraiment ?
Do you remember anything?,Vous rappelez-vous quoi que ce soit ?
Do you remember anything?,Vous souvenez-vous de quoi que ce soit ?
Do you remember anything?,Te rappelles-tu quoi que ce soit ?
Do you remember anything?,Te souviens-tu de quoi que ce soit ?
Do you remember who I am?,Vous rappelez-vous qui je suis ?
Do you see a black horse?,Est-ce que tu vois un cheval noir ?
Do you see a black horse?,Est-ce que vous voyez un cheval noir ?
Do you speak French well?,Parlez-vous bien le français ?
"Do you speak French, too?",Parles-tu aussi français ?
"Do you speak French, too?",Parlez-vous aussi français ?
Do you still hate French?,Détestes-tu toujours le français ?
Do you still hate French?,Détestez-vous encore le français ?
Do you still need a loan?,Avez-vous toujours besoin d'un prêt ?
Do you still need a loan?,As-tu encore besoin d'un prêt ?
Do you talk to your cats?,Parlez-vous à vos chats ?
Do you talk to your cats?,Parles-tu à tes chats ?
Do you think I'm healthy?,Penses-tu que je sois en bonne santé ?
Do you think I'm healthy?,Pensez-vous que je sois en bonne santé ?
Do you think Tom is sick?,Penses-tu que Tom soit malade ?
Do you think Tom is sick?,Pensez-vous que Tom soit malade ?
Do you think that's true?,Penses-tu que c'est vrai ?
Do you understand French?,Comprends-tu le français ?
Do you understand or not?,Comprends-tu ou pas ?
Do you understand or not?,Comprenez-vous ou pas ?
Do you want beef or pork?,Tu veux du bœuf ou du porc ?
Do you want some company?,Voulez-vous qu'on vous tienne compagnie ?
Do you want some company?,Veux-tu de la compagnie ?
Do you want some of this?,Voulez-vous de ceci ?
Do you want some of this?,Veux-tu de ceci ?
Do you want to get drunk?,Veux-tu te saouler ?
Do you want to get drunk?,Voulez-vous vous saouler ?
Do you want to get drunk?,Veux-tu t'enivrer ?
Do you want to get drunk?,Voulez-vous vous enivrer ?
Do you want to hear more?,Est-ce que tu veux en entendre plus ?
Do you want to hear more?,Souhaitez-vous en entendre plus ?
Do you want to join them?,Veux-tu les rejoindre ?
Do you want to join them?,Voulez-vous vous joindre à eux ?
Do you want to take that?,Veux-tu prendre ça ?
Do you want to take that?,Voulez-vous prendre cela ?
Does Tom have green eyes?,Tom a-t-il les yeux verts ?
Does Tom plan to help us?,Est-ce que Tom prévoit de nous aider ?
Does Tom plan to help us?,Tom prévoit-il de nous aider ?
Does Tom still need help?,Tom a-t-il encore besoin d'aide ?
Does anyone have a match?,Est-ce que quelqu'un a une allumette ?
Does she have a big nose?,A-t-elle un gros nez ?
Does that make any sense?,Cela a-t-il le moindre sens ?
Does that make you angry?,Cela te met-il en colère ?
Does that make you angry?,Cela vous met-il en colère ?
Does that mean you agree?,Est-ce que ça veut dire que tu es d'accord ?
Does that mean you agree?,Est-ce que ça signifie que vous êtes d'accord ?
Does the soup taste good?,Est-ce que la soupe est bonne ?
Does this not please you?,Cela ne vous plaît-il pas ?
Does this not please you?,Cela ne te plaît-il pas ?
Doesn't Mary look pretty?,Marie n'est-elle pas jolie ?
Doesn't that smell great?,Est-ce que ça ne sens pas super bon ?
Dogs can see in the dark.,Les chiens peuvent voir dans le noir.
Doing that was a mistake.,Faire cela était une erreur.
Doing that won't be easy.,Faire cela ne sera pas facile.
Doing that would be easy.,Faire cela serait facile.
Don't be in such a hurry.,Il ne faut pas être si pressé.
Don't be late for school.,Ne soyez pas en retard à l'école.
Don't be late for school.,Ne sois pas en retard pour l'école.
"Don't call the cops, man.","N'appelle pas les flics, mec !"
Don't change the subject.,Ne change pas de sujet.
Don't change the subject.,Ne changez pas de sujet.
Don't come in. I'm naked.,N'entre pas ! Je suis nu.
Don't come in. I'm naked.,N'entre pas ! Je suis nue.
Don't come in. I'm naked.,N'entrez pas ! Je suis nu.
Don't come in. I'm naked.,N'entrez pas ! Je suis nue.
Don't do anything stupid.,Ne fais rien de stupide.
Don't do anything stupid.,Ne faites rien de stupide.
Don't dodge the question.,N'éludez pas la question !
Don't dodge the question.,N'élude pas la question !
Don't drink so much beer.,Ne bois pas autant de bière.
Don't even bother coming.,Ne prends même pas la peine de venir.
Don't even bother coming.,Ne prenez même pas la peine de venir.
Don't ever call me again.,Ne me rappelez plus jamais !
Don't ever call me again.,Ne me rappelle plus jamais !
Don't ever do that again.,Ne refais jamais ça !
Don't ever do that again.,Ne refaites jamais ça !
Don't forget the receipt.,N'oubliez pas le ticket de caisse.
Don't forget to tell Tom.,N'oublie pas d'en parler à Tom.
Don't forget who you are.,N'oubliez-pas qui vous êtes.
Don't forget your things.,N'oublie pas tes affaires.
Don't forget your things.,N'oubliez pas vos affaires.
Don't forget your ticket.,N'oubliez pas votre ticket.
Don't get the wrong idea.,Ne te fais pas une idée erronée.
Don't get the wrong idea.,Ne vous faites pas une idée erronée.
Don't give him any ideas.,Ne lui donne pas d'idées !
Don't give him any ideas.,Ne lui donnez pas d'idées !
Don't hide under the bed.,Ne te cache pas sous le lit.
Don't kill the messenger.,Ne tuez pas le messager !
Don't let Tom use my car.,Ne laisse pas Tom utiliser ma voiture.
Don't let Tom use my car.,Ne laissez pas Tom utiliser ma voiture.
Don't let go of the rope.,Ne lâche pas la corde.
Don't let that worry you.,Ne laissez pas cela vous inquiéter.
Don't let the dog inside.,Ne laissez pas entrer le chien.
Don't lie about your age.,Ne mens pas sur ton âge.
Don't listen to that man.,N'écoute pas cet homme.
Don't listen to that man.,N'écoutez pas cet homme.
Don't look so suspicious.,N'aie pas l'air si suspicieux !
Don't look so suspicious.,N'aie pas l'air si suspicieuse !
Don't look so suspicious.,N'ayez pas l'air si suspicieux !
Don't look so suspicious.,N'ayez pas l'air si suspicieuse !
Don't look so suspicious.,N'ayez pas l'air si suspicieuses !
Don't make fun of others.,Ne vous moquez pas des autres.
Don't make fun of others.,Ne te moque pas des autres.
Don't make me beg for it.,Ne me force pas à supplier !
Don't make me beg for it.,Ne me forcez pas à supplier !
Don't make so much noise.,Ne fais pas autant de bruit.
Don't make so much noise.,Ne faites pas tant de bruit.
Don't make such a racket!,Ne fais donc pas un tel vacarme !
Don't make this personal.,Ne le prends pas personnellement !
Don't make this personal.,Ne le prenez pas personnellement !
Don't move or I'll shoot.,Ne bouge pas ou je tire.
Don't move or I'll shoot.,Ne bougez pas ou je tire !
Don't move or I'll shoot.,Ne bouge pas ou je tire !
Don't play baseball here.,Ne jouez pas au base-ball ici.
Don't play baseball here.,Ne joue pas au base-ball ici.
Don't play games with me.,Ne joue pas avec moi !
Don't play games with me.,Ne jouez pas avec moi !
Don't play in the street.,Ne joue pas dans la rue.
Don't scare me like that!,Ne m'effraie pas comme ça !
Don't smoke in this room.,Il ne faut pas fumer dans cette pièce.
Don't stay out all night.,Ne restez pas dehors toute la nuit !
Don't stay out all night.,Ne reste pas dehors toute la nuit !
Don't take any prisoners.,Ne faites aucun prisonnier.
Don't take any prisoners.,Ne fais aucun prisonnier.
Don't take it personally.,Ne le prends pas pour toi.
Don't take it personally.,Ne le prends pas personnellement.
Don't take it personally.,Ne le prenez pas personnellement.
Don't take it personally.,Ne le prenez pas pour vous.
Don't take it personally.,Ne le prenez pas à votre compte.
Don't talk to the driver.,Ne parlez pas au chauffeur.
Don't talk to the driver.,Ne parle pas au chauffeur.
Don't tell me that again.,Ne me redites plus cela.
Don't tell me that again.,Ne me répète pas ça.
Don't tell me that again.,Ne me dis plus ça.
Don't tell me that again.,Ne me redis pas ça.
Don't tell me to go home.,Ne me dites pas d'aller chez moi !
Don't tell me to go home.,Ne me dis pas d'aller chez moi !
Don't tell me to go home.,Ne me dites pas de m'en aller chez moi !
Don't tell me to go home.,Ne me dis pas de m'en aller chez moi !
Don't tell me to shut up.,Ne me dites pas de me taire !
Don't tell me to shut up.,Ne me dis pas de me taire !
Don't tell me what I saw.,Ne me dictez pas ce que j'ai vu !
Don't tell me what I saw.,Ne me dicte pas ce que j'ai vu !
Don't tell me what to do.,Ne me dis pas quoi faire !
Don't tell me what to do.,Ne me dites pas quoi faire !
Don't tell me what to do.,Ne me dis pas ce que je dois faire.
Don't tell me who I like.,Ne me dictez pas qui je dois apprécier !
Don't tell me who I like.,Ne me dicte pas qui je dois apprécier !
Don't tell my girlfriend.,Ne dites rien à ma nana !
Don't tell my girlfriend.,Ne dites rien à ma petite copine !
Don't tell my girlfriend.,Ne dites rien à ma petite amie !
Don't tell my girlfriend.,Ne dites rien à ma blonde !
Don't tell my girlfriend.,Ne dis rien à ma nana !
Don't tell my girlfriend.,Ne dis rien à ma petite amie !
Don't tell my girlfriend.,Ne dis rien à ma petite copine !
Don't they drive you mad?,Ne vous rendent-ils pas fou ?
Don't they drive you mad?,Ne vous rendent-elles pas fou ?
Don't they drive you mad?,Ne vous rendent-ils pas folle ?
Don't they drive you mad?,Ne vous rendent-elles pas folle ?
Don't they drive you mad?,Ne vous rendent-elles pas fous ?
Don't they drive you mad?,Ne vous rendent-elles pas folles ?
Don't they drive you mad?,Ne vous rendent-ils pas fous ?
Don't they drive you mad?,Ne vous rendent-ils pas folles ?
Don't they drive you mad?,Ne vous font-ils pas tourner bourrique ?
Don't they drive you mad?,Ne vous font-elles pas tourner bourrique ?
Don't they drive you mad?,Ne vous font-ils pas tourner bourriques ?
Don't they drive you mad?,Ne vous font-elles pas tourner bourriques ?
Don't think about it now.,N'y pense pas maintenant.
Don't touch the computer.,Ne touchez pas à l'ordinateur.
Don't touch the computer.,Ne touche pas à l'ordinateur.
Don't trust what he says.,Ne te fie pas à ce qu'il dit !
Don't trust what he says.,Ne vous fiez pas à ce qu'il dit !
Don't try God's patience.,N'éprouvez pas la patience de Dieu !
Don't try anything funny.,Ne fais rien de bizarre.
Don't try anything funny.,Pas de bêtises !
Don't try to do too much.,N'essayez pas d'en faire trop !
Don't try to do too much.,N'essaye pas d'en faire trop !
Don't try to do too much.,N'essaie pas d'en faire trop !
Don't try to do too much.,N'essayez pas de trop en faire !
Don't try to do too much.,N'essaye pas de trop en faire !
Don't try to do too much.,N'essaie pas de trop en faire !
Don't turn off the light.,N'éteins pas la lumière.
Don't use too much water.,N'utilisez pas trop d'eau.
Don't use too much water.,N'utilise pas trop d'eau.
Don't use your real name.,N'utilise pas ton vrai nom.
Don't use your real name.,N'utilisez pas votre vrai nom.
"Don't worry about it, OK?","Ne te fais pas de souci à ce sujet, d'accord ?"
"Don't worry about it, OK?","Ne vous faites pas de souci à ce sujet, d'accord ?"
Don't worry about others.,Ne te fais pas de souci pour les autres.
Don't worry about others.,Ne te fais pas de soucis pour les autres.
Don't you ever come back.,Ne revenez jamais !
Don't you ever come back.,Ne reviens jamais !
Don't you ever get tired?,Tu ne te fatigues jamais ?
Don't you ever get tired?,Ne vous fatiguez-vous jamais ?
Don't you have a bicycle?,Ne possèdes-tu pas de vélo ?
Don't you have a bicycle?,N'avez-vous pas de vélo ?
Don't you know me at all?,Me connais-tu le moins du monde ?
Don't you know me at all?,Me connaissez-vous le moins du monde ?
Don't you recognize them?,Ne les reconnais-tu pas ?
Don't you recognize them?,Ne les reconnaissez-vous pas ?
Don't you tell me my job.,Ne me dites pas quel est mon boulot !
Don't you tell me my job.,Ne me dis pas quel est mon boulot !
Don't you walk out on me.,Ne me laisse pas tomber.
Don't you want to go out?,Ne veux-tu pas aller dehors ?
Don't you want to go out?,Ne voulez-vous pas aller dehors ?
Double-click on the icon.,Double-cliquez sur l'icône.
Drugs can ruin your life.,La drogue peut foutre ta vie en l'air.
Drugs can ruin your life.,La drogue peut détruire ta vie.
Each of them sang a song.,Chacun d'entre eux a chanté une chanson.
Either come in or go out.,"Soit tu rentres, soit tu sors."
Either you or I am right.,"Soit tu as raison, soit c'est moi."
Either you or I am wrong.,L'un de nous deux a tort.
Eleven is a prime number.,Onze est un nombre premier.
Enthusiasm is contagious.,L'enthousiasme est contagieux.
