English words/sentences,French words/sentences
I think a movie is more entertaining than any book.,Je pense qu'un film est beaucoup plus entrainant que n'importe quel livre.
I think it's going to get steadily hotter from now.,Je crois qu'il va faire de plus en plus chaud à partir de maintenant.
I think that I understand what Tom's trying to say.,Je crois que je comprends ce que Tom essaie de dire.
I think that I understand what Tom's trying to say.,Je crois que je comprends ce que Tom essaye de dire.
I think there's no point in trying to convince her.,Je pense qu'il ne sert à rien d'essayer de la convaincre.
I think there's no point in trying to convince him.,Je pense qu'il ne sert à rien d'essayer de le convaincre.
I think you need to buy a new pair of hiking boots.,Je pense que tu as besoin d'acheter une nouvelle paire de chaussures de marche.
I think you should stick to your training schedule.,Je pense que tu devrais t'en tenir à ton programme d'entraînement.
I think you should stick to your training schedule.,Je pense que vous devriez vous en tenir à votre programme d'entraînement.
I thought for sure you would stay in Japan forever.,Je pensais pour de bon que tu resterais pour toujours au Japon.
I thought for sure you would stay in Japan forever.,Je pensais pour de bon que vous resteriez pour toujours au Japon.
I thought it'd be fun to sing a few songs together.,J'ai pensé qu'il serait amusant de chanter ensemble quelques chansons.
I thought you didn't want to talk about this stuff.,Je pensais que tu ne voulais pas parler de ça.
I told you guys to go home. Why are you still here?,Je vous ai dit que vous deviez rentrer chez vous. Pourquoi êtes-vous encore là ?
"I took the 10:30 train, which was ten minutes late.","J'ai pris le train de 10 :30, lequel était en retard de dix minutes."
I usually toss my loose change into my desk drawer.,Je flanque d'habitude ma petite monnaie dans mon tiroir de bureau.
I want a boat that will take me far away from here.,Je veux un bateau qui m'emmènera loin d'ici.
I want a boat that will take me far away from here.,Je veux un bateau qui m'emmènera très loin d'ici.
I want guards posted here and I want them here now.,Je veux des gardes postés ici et je les veux maintenant !
I want to apologize for the way I acted last night.,Je veux présenter mes excuses pour la manière dont j'ai agi hier soir.
I want to clean the house before my parents return.,Je veux nettoyer la maison avant que mes parents reviennent.
I want to discuss a very important matter with you.,Je veux m'entretenir avec toi d'une affaire très importante.
I want to discuss a very important matter with you.,Je veux m'entretenir avec vous d'une affaire très importante.
I want to find out if the warranty has expired yet.,Je veux déterminer si la garantie est déjà expirée.
I want to get there early so we can get good seats.,Je veux y arriver tôt afin que nous obtenions de bonnes places.
I want to share this with my grandchildren one day.,Je souhaite partager ceci avec mes petits-enfants un jour.
I want to spend more time doing things that matter.,Je veux passer davantage de temps à faire des choses qui comptent.
I want to talk with the manager about the schedule.,Je voudrais parler avec le manager à propos du calendrier.
I want to talk with the manager about the schedule.,Je voudrais m'entretenir avec le gérant au sujet du calendrier.
I want you to go to your room and pack your things.,Je veux que tu ailles dans ta chambre et que tu emballes tes affaires.
I want you to go to your room and pack your things.,Je veux que vous alliez dans votre chambre et que vous emballiez vos affaires.
I want you to write to me as soon as you get there.,Je veux que vous m'écriviez aussitôt arrivée.
"I wanted to help, but there was nothing I could do.","Je voulais aider, mais il n'y avait rien que je pouvais faire."
I was wondering if you were going to show up today.,Je me demandais si tu allais venir aujourd'hui.
I will give you this bicycle as a birthday present.,Je vous donnerai cette bicyclette comme cadeau d'anniversaire.
I will give you this bicycle as a birthday present.,Je te donnerai ce vélo comme cadeau d'anniversaire.
I wish my girlfriend would spend more time with me.,J'aimerais que ma copine passe davantage de temps avec moi.
I wish my girlfriend would spend more time with me.,J'aimerais que ma petite amie passe davantage de temps avec moi.
I wish that noise would stop. It gets on my nerves.,J'aimerais que ce bruit cesse. Ça me tape sur les nerfs.
I wonder how many horses died during the Civil War.,Je me demande combien de chevaux sont morts durant la guerre de sécession.
I wonder if I should talk to her about the problem.,Je me demande si je devrais lui parler du problème.
I wonder if I should talk to her about the problem.,Je me demande si je devrais l'entretenir du problème.
I would rather you came on Friday than on Thursday.,Je préférerais que vous veniez vendredi plutôt que jeudi.
I would sooner die than get up early every morning.,Je préférerais encore mourir plutôt que de me lever tôt tous les matins.
I wouldn't ask this of you if it weren't important.,Je ne te le demanderais pas si ce n'était pas important.
I'd be delighted if they asked me to give a speech.,Je serais ravi si elles me demandaient de prononcer un discours.
I'd be delighted if they asked me to give a speech.,Je serais ravie si elles me demandaient de prononcer un discours.
I'd be delighted if they asked me to give a speech.,Je serais ravi s'ils me demandaient de prononcer un discours.
I'd be delighted if they asked me to give a speech.,Je serais ravie s'ils me demandaient de prononcer un discours.
I'd be depressed if they asked me to quit the team.,Je serais déprimé s'ils me demandaient de quitter l'équipe.
I'd be depressed if they asked me to quit the team.,Je serais déprimée s'ils me demandaient de quitter l'équipe.
I'd be depressed if they asked me to quit the team.,Je serais déprimé si elles me demandaient de quitter l'équipe.
I'd be depressed if they asked me to quit the team.,Je serais déprimée si elles me demandaient de quitter l'équipe.
I'd be surprised if they asked me to give a speech.,Je serais surpris qu'ils me demandent de prononcer un discours.
