English words/sentences,French words/sentences
Don't be afraid of making mistakes.,N'aie pas peur de faire des erreurs.
Don't be scared of making mistakes.,Tu n'as pas à avoir peur de faire des erreurs.
Don't be scared to meet new people.,Ne craignez pas de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne craignez pas de rencontrer de nouvelles gens !
Don't be scared to meet new people.,Ne crains pas de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne soyez pas effrayé de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne soyez pas effrayée de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne soyez pas effrayés de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne soyez pas effrayées de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne sois pas effrayé de rencontrer des gens nouveaux !
Don't be scared to meet new people.,Ne sois pas effrayée de rencontrer des gens nouveaux !
Don't be so sensitive to criticism.,Ne soyez pas si sensible à la critique.
Don't bite the hand that feeds you.,Ne mords pas la main qui te nourrit.
Don't bother to answer this letter.,Ne t'embête pas à répondre à cette lettre.
Don't confuse comets and asteroids.,Ne confondez pas les comètes et les astéroïdes.
Don't do anything you might regret.,Ne fais rien que tu pourrais regretter.
Don't do anything you might regret.,Ne faites rien que vous pourriez regretter.
Don't eat for at least three hours.,Ne mangez pas pendant au moins trois heures.
Don't ever ask me to do that again.,Ne me demandez jamais de le faire à nouveau.
Don't forget that we have homework.,N'oubliez pas que nous avons des devoirs à faire.
Don't forget to pay the phone bill.,N'oublie pas de payer la facture de téléphone.
Don't forget to pay the phone bill.,N'oubliez pas de payer la facture de téléphone.
Don't forget to turn the light off.,N'oublie pas d'éteindre la lumière.
Don't forget to write the zip code.,N'oubliez pas d'écrire le code postal !
Don't forget to write the zip code.,N'oublie pas d'écrire le code postal !
Don't forget to write the zip code.,N'oubliez pas de mentionner le code postal !
Don't get angry. It won't help you.,Ne te fâche pas. Ça ne va pas t'aider.
Don't interfere in others' affairs.,Ne vous mêlez pas des affaires des autres.
Don't keep me in the dark about it.,Ne me laissez pas dans l'ignorance à ce sujet.
Don't leave without saying goodbye.,Ne pars pas sans dire au revoir.
